Listing ID,Price,Latitude,Longitude,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,New building,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Design,Heating,Total number of floors,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Renovation,Age,Front garden,Developer name,Project name,Kód jednotky,Administration fee
593557,"CZK 14,900",50.1087626,14.5266194,1 bedroom with open-plan kitchen,New build,56 m²,"CZK 3,100","CZK 18,000",Personal,Low-energy building,Yes,Partially furnished,3,Yes,Yes,Yes,No,Yes,Yes,No,10. 01. 2022,Premium materials and solutions,District heating,Middle floor,B,209,"1,249",648,"1,230",912,"1,024","1,174",994,"1,121",457,,1 to 10 years years,,,,,
174980,"CZK 17,600",50.0867935517,14.5021835791,1 bedroom with open-plan kitchen,,55 m²,"CZK 2,400","CZK 20,000",Personal,Brick building,,Furnished,1,No,No,No,No,Yes,Yes,Yes,29. 12. 2021,,Central heating,Ground floor,,237,688,719,788,582,893,652,459,724,402,,,,,,,
546887,"CZK 16,000",50.0661046,14.4335918,2 bedroom,,62 m²,"CZK 3,000","CZK 19,000",Personal,Brick building,,Partially furnished,4,No,No,No,No,No,No,No,01. 02. 2022,,Gas boiler,Middle floor,,285,486,236,620,142,397,260,313,169,299,,,,,,,
680027,"CZK 44,973",50.1025661,14.4522431,1 bedroom with open-plan kitchen,,69 m²,"CZK 14,991",,,,,Furnished,6,Yes,Yes,No,No,No,Yes,No,31. 12. 2021,,,,,105,350,144,146,109,151,432,394,290,329,,,,,,,
692212,"CZK 19,116",50.0890785,14.579899,2 bedroom with open-plan kitchen,,111 m²,"CZK 6,372",,,,,Furnished,1,No,Yes,No,No,No,No,No,31. 12. 2021,,,,,248,132,"1,033",337,244,338,,,,,,,,,,,
629527,"CZK 8,000",50.120753,14.454948,Small studio,New build,18 m²,"CZK 1,000","CZK 5,000",Personal,Prefab concrete building,,,,No,No,No,No,No,Yes,No,Ihned,,,,F,334,537,254,239,330,413,514,678,"1,191",542,,,,,,,
629305,"CZK 8,000",50.0835476,14.452254,Small studio,Excellent,20 m²,"CZK 1,000","CZK 5,000",Personal,Other,,Furnished,,No,No,No,No,No,Yes,No,14. 12. 2021,Standard materials and solutions,Central heating,,F,133,201,140,183,62,218,296,428,484,436,Overall,1 to 10 years years,,,,,
696165,"CZK 8,000",50.08601,14.45086,Small studio,Excellent,18 m²,"CZK 1,000","CZK 5,000",Personal,Brick building,,Furnished,1,No,No,No,No,No,Yes,No,14. 12. 2021,,,,G,136,323,154,330,115,290,27,379,27,661,,,,,,,
697249,"CZK 15,000",50.09387,14.48846,2 bedroom,Excellent,52 m²,"CZK 4,000","CZK 20,000",Personal,Brick building,,Furnished,1,Yes,No,Yes,No,No,No,No,28. 12. 2021,Premium materials and solutions,District heating,Middle floor,G,215,357,51,283,253,212,236,145,268,115,Overall,,,,,,
696829,"CZK 18,000",50.092667,14.4571123,1 bedroom,Excellent,57 m²,"CZK 5,000","CZK 40,000",Cooperative,Brick building,,Partially furnished,,No,No,No,No,No,Yes,No,30. 12. 2021,,Electric boiler,Ground floor,G,368,826,172,427,2,290,139,"1,410",340,266,Overall,,,,,,
680096,"CZK 63,113",50.079674,14.4269813,2 bedroom with open-plan kitchen,,63 m²,"CZK 21,037",,,,,Furnished,6,No,Yes,No,No,No,No,No,31. 12. 2021,,,,,310,576,95,235,18,250,217,643,397,538,,,,,,,
680071,"CZK 51,750",50.0802704,14.4260824,1 bedroom with open-plan kitchen,,80 m²,"CZK 17,250",,,,,Furnished,6,No,No,No,No,No,Yes,No,31. 12. 2021,,,,,288,586,250,131,26,252,214,638,273,511,,,,,,,
697330,"CZK 21,000",50.06562,14.42854,2 bedroom,Excellent,77 m²,"CZK 3,000","CZK 20,000",Personal,Brick building,,Partially furnished,1,No,No,No,No,No,No,No,01. 01. 2022,,,,G,198,825,104,502,171,250,534,646,366,263,,,,,,,
697324,"CZK 11,000",50.05428,14.5265,Small studio,Excellent,30 m²,"CZK 2,500","CZK 11,000",Personal,Brick building,,Furnished,4,Yes,No,No,No,No,No,No,01. 02. 2022,,,,G,267,816,120,779,414,820,"1,153",525,373,376,,,,,,,
600022,"CZK 14,000",50.083756,14.454355,1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 3,000","CZK 17,000",Cooperative,Brick building,,Furnished,2,No,No,No,No,No,Yes,No,03. 01. 2022,Standard materials and solutions,Electric boiler,Middle floor,B,87,327,85,294,89,141,199,263,515,249,Interior,1 to 10 years years,,,,,
519421,"CZK 13,000",49.9943535,14.3668619,1 bedroom with open-plan kitchen,,52 m²,"CZK 4,000","CZK 13,000",Personal,Brick building,,Partially furnished,3,No,No,No,No,Yes,No,No,14. 02. 2022,Standard materials and solutions,Gas boiler,Top floor,,290,"1,228","1,323",886,"1,260","1,215",829,869,"1,321",,Overall,,,,,,
338780,"CZK 16,900",50.0646594,14.4559922,1 bedroom with open-plan kitchen,,63 m²,"CZK 2,950","CZK 32,000",Personal,Brick building,,Partially furnished,2,No,No,No,No,Yes,Yes,No,,,,Middle floor,C,243,306,242,550,259,625,219,474,411,184,,10 to 30 years years,,,,,
665981,"CZK 10,500",50.03896,14.33062,Studio,Excellent,31 m²,"CZK 3,000","CZK 12,000",,Brick building,,Partially furnished,2,No,No,No,No,No,No,No,01. 12. 2021,,,,C,399,942,432,912,492,551,691,"1,107",428,401,,,,,,,
697321,"CZK 18,000",50.08729,14.46409,1 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 3,200","CZK 36,000",Personal,Other,,Partially furnished,1,No,No,No,No,Yes,Yes,Yes,14. 01. 2022,,,,C,258,762,141,403,5,581,663,658,583,476,,,,,,,
697322,"CZK 13,000",50.0927817,14.4969663,1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 2,000","CZK 13,000",Personal,Brick building,,Furnished,3,Yes,No,No,No,Yes,Yes,No,31. 01. 2022,,,,G,210,437,252,746,184,449,586,400,731,77,,,,,,,
680046,"CZK 36,000",50.079465,14.4353199,2 bedroom,,46 m²,"CZK 12,000",,,,,Furnished,5,No,No,No,No,No,Yes,No,31. 12. 2021,,,,,156,408,244,342,59,242,281,281,533,788,,,,,,,
697317,"CZK 60,000",50.0844534,14.4142848,2 bedroom,,120 m²,"CZK 20,000",,,,,Furnished,2,No,No,No,No,No,No,No,02. 01. 2022,,,,,81,691,54,466,24,287,520,610,545,144,,,,,,,
680003,"CZK 52,500",50.090911,14.4295366,2 bedroom with open-plan kitchen,,90 m²,"CZK 17,500",,,,,Furnished,4,No,No,No,No,No,Yes,Yes,31. 12. 2021,,,,,144,325,176,152,60,230,49,259,388,439,,,,,,,
697316,"CZK 13,000",50.07216,14.45732,1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 3,000","CZK 16,000",Personal,Brick building,,Furnished,4,No,No,No,No,No,Yes,No,01. 02. 2022,,,,G,156,664,113,441,0,438,252,382,677,378,,,,,,,
575806,"CZK 12,500",50.0881533,14.4637957,1 bedroom,Excellent,48 m²,"CZK 3,000","CZK 25,000",Cooperative,Brick building,,Partially furnished,1,No,No,Yes,Yes,No,Yes,No,15. 12. 2021,,Other,Raised ground floor,G,194,618,207,242,136,430,606,647,508,395,Overall,,,,,,
697312,"CZK 15,400",50.06456,14.432,1 bedroom,Excellent,53 m²,"CZK 2,450","CZK 17,850",Personal,Brick building,,Furnished,1,No,No,No,No,Yes,No,No,05. 01. 2022,,,,G,222,514,301,599,318,288,130,320,163,409,,,,,,,
695762,"CZK 12,750",50.0918009,14.4831556,1 bedroom,,30 m²,"CZK 4,250",,,,,Furnished,4,No,No,No,No,No,Yes,No,10. 01. 2022,,,,,178,631,174,322,117,255,305,146,116,321,,,,,,,
448290,"CZK 16,500",50.0385227,14.3237865,Studio,New build,44 m²,"CZK 3,500","CZK 20,000",Personal,Brick building,Yes,Furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,01. 12. 2021,Premium materials and solutions,District heating,Middle floor,A,172,"1,161",900,"1,090",432,989,710,"1,131",571,68,,1 to 10 years years,,,,,
697309,"CZK 9,700",50.01448,14.42836,1 bedroom,Excellent,30 m²,"CZK 2,300","CZK 12,000",Personal,Prefab concrete building,,Partially furnished,10,No,No,Yes,No,No,Yes,No,30. 12. 2021,,,,G,279,"1,491",100,"1,483",864,858,563,140,758,461,,,,,,,
680055,"CZK 36,000",50.079465,14.4353199,1 bedroom,,62 m²,"CZK 12,000",,,,,Furnished,1,No,Yes,No,No,No,Yes,No,31. 12. 2021,,,,,156,408,244,342,59,242,281,281,533,788,,,,,,,
690488,"CZK 18,000",50.0820746,14.482309,1 bedroom with open-plan kitchen,,46 m²,"CZK 6,000",,,,,Furnished,1,No,No,No,No,No,No,No,01. 01. 2022,,,,,211,"1,258",662,"1,150",181,848,"1,132",609,96,214,,,,,,,
672188,"CZK 23,500",50.00133,14.43075,3 bedroom with open-plan kitchen,Excellent,75 m²,"CZK 4,000","CZK 27,500",Personal,Prefab concrete building,,Partially furnished,6,No,No,Yes,Yes,Yes,Yes,No,13. 07. 2021,,,,G,319,"1,433",760,133,179,"1,234",309,,,,,,,,,,
679675,"CZK 20,400",50.08528,14.3715,2 bedroom,Excellent,45 m²,"CZK 3,000","CZK 23,400",Cooperative,Brick building,,Furnished,2,No,No,No,No,Yes,Yes,No,15. 12. 2021,,District heating,,G,190,632,356,446,148,308,336,168,614,496,Interior,,,,,,
291697,"CZK 9,000",50.0517467,14.5312487,1 bedroom with open-plan kitchen,,32 m²,"CZK 1,800",,Personal,Brick building,,Furnished,1,No,No,No,No,No,No,No,,,,,,201,"1,126",476,"1,078",112,"1,130",566,635,499,503,,,,,,,
503804,"CZK 17,900",50.0537918,14.4363826,2 bedroom with open-plan kitchen,Excellent,63 m²,"CZK 3,400","CZK 20,000",Personal,Prefab concrete building,,Partially furnished,3,Yes,No,No,No,No,Yes,No,,,District heating,,,248,790,4,418,143,277,446,296,549,309,Overall,,,,,,
680075,"CZK 37,500",50.0372353,14.482405,1 bedroom with open-plan kitchen,,40 m²,"CZK 12,500",,,,,Furnished,-1,No,Yes,No,No,No,No,No,31. 12. 2021,,,,,469,"1,480",408,"1,340",370,"1,305",889,"1,194",334,309,,,,,,,
689077,"CZK 26,250",50.0633237,14.4440058,1 bedroom with open-plan kitchen,,65 m²,"CZK 8,750",,,,,Furnished,2,No,No,No,No,No,No,No,31. 12. 2021,,,,,242,542,99,271,176,314,456,822,634,593,,,,,,,
680004,"CZK 47,250",50.090911,14.4295366,1 bedroom with open-plan kitchen,,50 m²,"CZK 15,750",,,,,Furnished,4,Yes,No,No,No,No,Yes,Yes,26. 01. 2022,,,,,144,325,176,152,60,230,49,259,388,439,,,,,,,
689498,"CZK 27,495",50.0746503,14.439294,2 bedroom,,90 m²,"CZK 9,165",,,,,Furnished,4,No,No,No,No,No,Yes,No,31. 01. 2022,,,,,83,392,96,325,138,397,121,465,650,613,,,,,,,
645022,"CZK 18,500",50.06184,14.435214,2 bedroom,Excellent,58 m²,"CZK 2,500","CZK 36,999",Cooperative,Brick building,,Partially furnished,5,No,No,No,No,No,No,No,01. 04. 2022,Standard materials and solutions,Gas boiler,Top floor,G,240,702,202,624,59,546,74,393,473,367,Interior,,50 m²,,,,
627253,"CZK 11,900",50.104796,14.472328,Studio,New build,36 m²,"CZK 2,600","CZK 15,000",Personal,Brick building,,Furnished,3,Yes,No,No,No,No,Yes,No,01. 03. 2022,,,,B,107,544,81,96,120,97,348,596,476,142,,1 to 10 years years,,,,,
692616,"CZK 38,775",50.0839169,14.3777998,3 bedroom with open-plan kitchen,,125 m²,"CZK 12,925",,,,,Furnished,4,No,No,No,No,No,Yes,Yes,16. 01. 2022,,,,,279,"1,063",211,637,36,418,338,422,149,297,,,,,,,
696995,"CZK 41,250",50.0908563,14.4202783,1 bedroom with open-plan kitchen,,80 m²,"CZK 13,750",,,,,Furnished,6,No,Yes,No,No,No,Yes,No,31. 12. 2021,,,,,120,466,224,270,88,288,156,399,230,467,,,,,,,
697278,"CZK 21,375",50.0643299,14.4102127,2 bedroom,,50 m²,"CZK 7,125",,,,,Furnished,-1,No,No,No,No,No,No,No,02. 01. 2022,,,,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,
697277,"CZK 21,375",50.0643299,14.4102127,1 bedroom with open-plan kitchen,,45 m²,"CZK 7,125",,,,,Furnished,2,No,No,No,No,No,No,No,02. 01. 2022,,,,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,
315164,"CZK 15,000",50.0666262,14.4202683,1 bedroom with open-plan kitchen,,42 m²,"CZK 3,500","CZK 15,000",Personal,Brick building,,Furnished,4,No,No,Yes,No,No,Yes,No,01. 01. 2022,,Central heating,,,200,"1,153",168,194,117,231,202,501,434,204,Overall,1 to 10 years years,,,,,
652539,"CZK 17,527",50.070272,14.483102,2 bedroom,Excellent,55 m²,"CZK 1,973","CZK 30,000",Personal,Brick building,,Unfurnished,2,No,No,No,No,No,Yes,No,10. 01. 2022,,District heating,,E,317,574,255,326,248,380,668,519,552,359,Interior,,,,,,
238023,"CZK 15,000",50.0902986,14.4271043,1 bedroom with open-plan kitchen,,35 m²,"CZK 4,000",,Personal,Brick building,,Furnished,2,No,No,No,No,No,Yes,No,,,District heating,Middle floor,,51,118,74,93,1,171,160,250,261,336,Overall,,,,,,
3423,"CZK 27,000",50.066621,14.434258,3 bedroom,Excellent,110 m²,"CZK 5,000","CZK 40,000",Personal,Brick building,,Furnished,5,No,No,Yes,Yes,No,Yes,No,01. 01. 2022,Standard materials and solutions,Gas boiler,Middle floor,,310,586,307,720,267,522,375,428,293,413,Overall,1 to 10 years years,20 m²,,,,
697272,"CZK 10,500",50.07646,14.43119,Studio,Excellent,25 m²,"CZK 2,500","CZK 13,000",Personal,Brick building,,Furnished,1,No,No,No,No,No,Yes,No,24. 01. 2022,,,,G,106,404,67,93,29,193,419,558,283,520,,,,,,,
696896,"CZK 11,000",50.06219,14.28686,1 bedroom,Excellent,36 m²,"CZK 1,000","CZK 11,000",Personal,Brick building,,Furnished,-1,No,No,No,No,No,No,No,22. 12. 2021,,,,G,77,200,"1,284","1,227",722,"1,338",537,999,212,,,,,,,,
693866,"CZK 47,779",50.0928722,14.4500782,2 bedroom with open-plan kitchen,,110 m²,"CZK 15,926",,,,,Furnished,4,No,No,No,No,No,Yes,Yes,17. 01. 2022,,,,,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,
697270,"CZK 16,800",50.03419,14.51993,3 bedroom,Excellent,76 m²,"CZK 4,200","CZK 21,000",Cooperative,Prefab concrete building,,Unfurnished,7,Yes,No,Yes,No,No,Yes,No,01. 02. 2022,,,,G,160,517,259,880,375,371,290,535,400,263,,,,,,,
691753,"CZK 23,513",50.0776816,14.4596393,1 bedroom with open-plan kitchen,,63 m²,"CZK 7,837",,,,,Furnished,4,No,No,No,No,No,Yes,No,09. 01. 2022,,,,,139,286,63,144,80,96,617,515,661,148,,,,,,,
682110,"CZK 16,000",50.07873,14.42274,1 bedroom,Excellent,51 m²,"CZK 1,050","CZK 25,000",Personal,Brick building,,Partially furnished,3,No,No,No,No,No,No,No,03. 12. 2021,Premium materials and solutions,Other,Middle floor,G,147,579,130,151,13,290,233,564,561,501,Overall,,,,,,
693778,"CZK 16,500",50.07103,14.44862,1 bedroom,Excellent,40 m²,"CZK 3,000","CZK 19,500",Personal,Brick building,,Furnished,4,No,No,No,No,No,Yes,No,26. 11. 2021,,,,G,232,757,227,358,114,548,333,567,337,385,,,,,,,
694839,"CZK 36,000",50.0940007,14.4535929,1 bedroom with open-plan kitchen,,62 m²,"CZK 12,000",,,,,Furnished,4,Yes,No,No,No,No,Yes,Yes,01. 02. 2022,,,,,109,421,13,160,21,228,518,"1,364",384,467,,,,,,,
694678,"CZK 45,825",50.0739894,14.440101,3 bedroom,,120 m²,"CZK 15,275",,,,,Furnished,3,No,No,No,No,No,Yes,No,31. 01. 2022,,,,,149,274,60,441,20,421,59,552,690,457,,,,,,,
694832,"CZK 23,156",50.0767653,14.4581571,2 bedroom with open-plan kitchen,,80 m²,"CZK 7,719",,,,,Furnished,6,No,No,No,No,No,Yes,No,01. 02. 2022,,,,,97,473,127,171,231,375,536,375,751,307,,,,,,,
694519,"CZK 37,500",50.0916806,14.4282136,3 bedroom with open-plan kitchen,,120 m²,"CZK 12,500",,,,,Furnished,3,No,No,No,No,No,Yes,No,30. 01. 2022,,,,,148,292,154,129,85,207,183,424,376,309,,,,,,,
694676,"CZK 27,788",50.0846396,14.4202484,2 bedroom,,54 m²,"CZK 9,262",,,,,Furnished,7,No,No,No,No,No,Yes,No,31. 01. 2022,,,,,314,494,74,261,13,145,42,702,340,361,,,,,,,
694675,"CZK 24,000",50.0739894,14.440101,1 bedroom with open-plan kitchen,,45 m²,"CZK 8,000",,,,,Furnished,6,No,No,No,No,No,Yes,No,31. 01. 2022,,,,,149,274,60,441,20,421,59,552,690,457,,,,,,,
692907,"CZK 13,395",50.0236328,14.420109,1 bedroom,,18 m²,"CZK 4,465",,,,,Furnished,1,No,No,No,No,No,No,No,01. 02. 2022,,,,,205,"1,125",579,"1,118",554,629,856,827,"1,391",591,,,,,,,
692203,"CZK 26,250",50.0795659,14.4357789,1 bedroom with open-plan kitchen,,60 m²,"CZK 8,750",,,,,Furnished,3,No,No,No,No,No,Yes,No,13. 01. 2022,,,,,134,417,252,351,68,251,205,205,457,712,,,,,,,
415260,"CZK 12,000",50.0363164,14.4206703,2 bedroom,,80 m²,"CZK 5,000",,Personal,Brick building,,Partially furnished,1,No,No,No,No,No,No,No,01. 01. 2022,,,,,549,939,784,455,884,711,624,624,,,,,,,,,
682342,"CZK 21,000",50.0728478,14.4409103,Studio,,35 m²,"CZK 7,000",,,,,Furnished,4,No,No,No,No,No,Yes,Yes,31. 12. 2021,,,,,66,280,58,636,44,592,271,416,582,395,,,,,,,
696312,"CZK 11,948",50.0727107,14.4298541,Studio,,24 m²,"CZK 3,982",,,,,Furnished,1,No,No,No,No,No,No,No,14. 02. 2022,,,,,207,626,116,221,143,278,376,548,644,639,,,,,,,
688833,"CZK 14,999",50.1050714,14.4790593,Studio,,32 m²,"CZK 5,000",,,,,Furnished,2,No,No,No,No,No,No,Yes,09. 01. 2022,,,,,127,408,204,424,97,360,414,338,271,337,,,,,,,
209296,"CZK 11,000",50.0704521,14.4586272,Small studio,,32 m²,"CZK 2,300","CZK 11,000",Personal,Brick building,,Furnished,5,No,No,No,No,No,Yes,No,,Premium materials and solutions,Gas boiler,,,109,566,113,301,14,341,192,243,641,142,,,,,,,
697269,"CZK 69,750",50.0859057,14.4200254,3 bedroom,,130 m²,"CZK 23,250",,,,,Furnished,3,No,No,No,No,No,No,Yes,27. 02. 2022,,,,,314,347,72,145,13,210,197,621,445,403,,,,,,,
697268,"CZK 20,175",50.0747395,14.424046,1 bedroom with open-plan kitchen,,45 m²,"CZK 6,725",,,,,Furnished,5,No,No,No,No,No,No,No,27. 02. 2022,,,,,120,534,85,337,48,344,183,195,543,341,,,,,,,
696078,"CZK 24,500",50.07115,14.41512,1 bedroom with open-plan kitchen,Excellent,90 m²,"CZK 2,000","CZK 24,500",Cooperative,Brick building,,Furnished,7,No,Yes,Yes,No,No,Yes,No,14. 12. 2021,,,,F,234,784,67,302,21,64,450,197,504,431,,,,,,,
454405,"CZK 10,000",50.0214151,14.4650696,Studio,,36 m²,"CZK 2,100","CZK 15,000",Personal,Brick building,,Partially furnished,4,No,No,No,No,Yes,No,No,,Standard materials and solutions,District heating,,,182,"1,168","1,045",75,294,751,"1,425",150,,,,10 to 30 years years,,,,,
682349,"CZK 37,500",50.0372353,14.482405,3 bedroom,,80 m²,"CZK 12,500",,,,,Furnished,2,Yes,No,No,No,No,No,No,31. 12. 2021,,,,,469,"1,480",408,"1,340",370,"1,305",889,"1,194",334,309,,,,,,,
697259,"CZK 13,000",50.12171,14.46709,Studio,Excellent,46 m²,"CZK 3,000","CZK 25,000",Personal,Brick building,,Partially furnished,1,Yes,No,No,No,No,No,No,01. 02. 2022,,,,B,487,828,492,706,469,743,805,681,805,197,,,,,,,
697261,"CZK 13,000",50.0765134,14.4927741,2 bedroom,Good,54 m²,"CZK 2,500","CZK 13,000",Cooperative,Brick building,,Partially furnished,1,No,No,No,No,No,No,No,01. 01. 2022,,,,E,110,0,191,294,58,401,401,437,798,213,,,,,,,
696479,"CZK 14,025",50.1002217,14.4370969,Studio,,30 m²,"CZK 4,675",,,,,Furnished,7,No,Yes,No,No,No,Yes,No,03. 01. 2022,,,,,57,"1,134",128,342,249,255,241,"1,276",671,837,,,,,,,
697258,"CZK 19,000",50.08382,14.49149,2 bedroom with open-plan kitchen,Excellent,75 m²,"CZK 4,500","CZK 23,500",Personal,Brick building,,Unfurnished,2,Yes,No,No,No,No,No,Yes,01. 02. 2022,,,,G,553,783,346,826,635,629,449,409,197,421,,,,,,,
697255,"CZK 22,000",50.10253,14.43365,1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 6,000","CZK 30,000",Personal,Brick building,,Partially furnished,6,No,Yes,No,No,No,Yes,No,01. 01. 2022,Standard materials and solutions,Gas boiler,Attic,G,189,721,108,233,117,170,314,528,930,,Interior,10 to 30 years years,,,,,
471504,"CZK 12,000",50.0671011,14.5518474,Studio,,37 m²,"CZK 2,523","CZK 20,000",Personal,Brick building,,Partially furnished,2,Yes,No,No,No,Yes,No,No,01. 02. 2022,,,,,451,"1,152",268,187,446,948,"1,116",246,,,,,,,,,
697257,"CZK 14,000",50.07275,14.50122,2 bedroom,Excellent,59 m²,"CZK 3,000","CZK 20,000",Cooperative,Prefab concrete building,,Furnished,4,Yes,No,No,No,No,No,No,03. 01. 2022,Standard materials and solutions,Central heating,Middle floor,G,117,"1,027",244,817,434,801,330,601,748,187,Interior,30 to 50 years years,,,,,
503670,"CZK 27,000",50.0716817,14.4096553,1 bedroom with open-plan kitchen,,63 m²,"CZK 3,000","CZK 50,000",Personal,Brick building,,Partially furnished,3,No,No,No,No,No,Yes,No,,,,,,192,631,163,127,120,528,670,921,837,397,,,,,,,
283474,"CZK 14,500",50.0659226,14.5506638,1 bedroom with open-plan kitchen,,52 m²,"CZK 3,100","CZK 20,000",Personal,Brick building,,Partially furnished,2,Yes,No,No,No,No,No,No,01. 02. 2022,,,,,235,"1,055",258,208,396,985,"1,019",227,,,,,,,,,
681784,"CZK 15,900",50.0699026,14.317461,2 bedroom,Excellent,67 m²,"CZK 4,600","CZK 20,000",Personal,Other,,Partially furnished,3,No,No,No,No,No,No,No,29. 12. 2021,Premium materials and solutions,Gas boiler,Attic,G,314,"1,217",918,"1,283",604,"1,071",726,491,533,255,,10 to 30 years years,,,,,
691605,"CZK 24,900",50.0795659,14.4357789,1 bedroom with open-plan kitchen,,68 m²,"CZK 8,300",,,,,Furnished,2,No,No,No,No,No,Yes,No,12. 01. 2022,,,,,134,417,252,351,68,251,205,205,457,712,,,,,,,
697253,"CZK 16,815",50.10260902453,14.366582120763,1 bedroom with open-plan kitchen,,50 m²,"CZK 5,605",,,,,Furnished,-1,No,Yes,No,No,No,No,No,13. 01. 2022,,,,,611,959,616,595,615,520,955,884,854,369,,,,,,,
696609,"CZK 16,200",50.0780682,14.4248889,Studio,,26 m²,"CZK 5,400",,,,,Furnished,7,No,No,No,No,No,Yes,No,29. 01. 2022,,,,,175,728,49,312,33,395,219,368,351,306,,,,,,,
691974,"CZK 17,199",50.1006418,14.4875772,1 bedroom with open-plan kitchen,Good,71 m²,"CZK 2,477","CZK 20,000",,Other,,,1,No,No,No,No,No,No,No,22. 10. 2021,,,,,115,"1,052",121,904,135,"1,221",265,258,437,297,,,,,,,
691988,"CZK 13,500",50.0444974,14.4561091,2 bedroom,Good,55 m²,"CZK 4,457","CZK 17,957",,Other,,,1,No,No,No,No,No,No,No,01. 02. 2021,,,,,287,607,507,545,107,345,345,432,518,166,,,,,,,
694143,"CZK 14,118",50.0812798,14.4589888,1 bedroom with open-plan kitchen,Good,48 m²,"CZK 1,998","CZK 16,116",Personal,Other,,,1,No,No,No,No,No,No,No,30. 11. 2021,,,,,150,606,253,208,189,649,384,209,457,460,,,,,,,
697245,"CZK 18,500",50.10797,14.52751,1 bedroom with open-plan kitchen,New build,54 m²,"CZK 3,800","CZK 37,000",Personal,Brick building,,Furnished,1,No,Yes,Yes,No,Yes,Yes,Yes,01. 02. 2022,,,,G,94,"1,133",533,"1,093",797,930,"1,059",879,"1,006",342,,,,,,,
503325,"CZK 16,000",50.0328354,14.3787077,3 bedroom,,80 m²,"CZK 3,500","CZK 16,000",Personal,Prefab concrete building,,Partially furnished,2,No,No,Yes,Yes,No,No,No,03. 01. 2022,Standard materials and solutions,District heating,Middle floor,,285,263,289,260,342,229,637,376,821,216,Interior,30 to 50 years years,,,,,
695449,"CZK 12,222",50.0444182,14.5658448,1 bedroom with open-plan kitchen,Good,44 m²,"CZK 4,300","CZK 16,500",Personal,Other,,,1,No,No,No,No,No,No,No,07. 12. 2021,,,,,69,795,641,752,433,224,606,487,907,285,,,,,,,
