Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Balcony,Terrace,Refundable security deposit,Building type,Condition,EPC,Ownership,Reconstruction,Heating,Designe,Cellar,Garage,Parking,Enclosed balcony,Age,New-build,Plot type,Administrative fee,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 15,100","CZK 2,823",725426,Studio,7/31/2022,43 m²,,1,,7.01,1098.08,153.96,1383.15,609.21,173.14,1516.73,791.76,1017.29,104.62,"U Plynárny, Prague - Michle",50.056675,14.4689133,,,"CZK 18,923",Other,Good,,Personal,,,,,,,,,,,"CZK 2,415",
"CZK 15,300","CZK 4,200",725424,1 bedroom,8/7/2022,54 m²,Unfurnished,3,1.0,420.24,1485.76,850.0,4102.98,539.63,826.71,1209.44,3352.48,1284.16,462.62,Prague - Dolní Měcholupy,50.06799,14.55658,1.0,,"CZK 23,000",Brick,New-build,B,,,,,,,,,,1.0,,,
"CZK 17,000","CZK 4,000",690903,2+kk,7/15/2022,58 m²,Partly,1,1.0,255.31,280.06,351.49,1432.77,369.76,1267.71,541.92,878.1,811.36,195.9,"Ondrákové, Prague - Hlubočepy",50.02841,14.36164,1.0,,"CZK 21,000",Brick,New-build,A,Personal,,,,,,,,,,,,
"CZK 7,500","CZK 1,500",688853,Other,7/1/2022,31 m²,Unfurnished,,,200.57,849.52,203.4,687.9,182.43,686.24,524.74,415.67,640.86,162.21,"Bulharská, Prague - Vršovice",50.07186,14.46305,,,"CZK 18,000",Brick,Very good,G,Personal,,,,,,,,,,,,
"CZK 19,500","CZK 3,000",721889,1 bedroom,6/10/2022,40 m²,Fully furnished,,,113.11,379.86,71.41,241.99,45.66,98.49,295.44,275.59,558.97,269.92,Prague - Vinohrady,50.0755,14.45124,,,"CZK 39,000",Brick,New-build,G,,,,,,,,,,,,,
"CZK 21,400","CZK 4,000",725384,2+kk,8/1/2022,52 m²,Partly,2,1.0,229.9,947.02,205.09,713.91,247.68,447.39,154.37,412.65,1095.26,196.69,Prague - Modřany,50.0061,14.40679,1.0,,"CZK 25,400",Brick,New-build,A,,,,,,,,,,1.0,,,
"CZK 19,990","CZK 3,356",725380,3+kk,7/31/2022,72 m²,Partly,3,,446.73,1397.26,408.64,1021.64,618.03,673.85,777.16,497.23,1097.51,183.31,"Pohnertova, Prague - Kobylisy",50.13102472222,14.44744055555,1.0,,"CZK 23,346",Prefab concrete,Good,G,Personal,,,,1.0,,,1.0,,,,"CZK 23,346",
"CZK 26,800",CZK 700,526419,3+kk,7/1/2022,93 m²,Partly,5,,53.14,367.43,39.88,58.19,55.02,254.58,117.96,330.45,564.75,447.33,Prague - Nové Město,50.0781585,14.4191436,,,"CZK 53,600",Brick,,,Personal,,,,,,,,,,,,
"CZK 15,000","CZK 5,500",725340,2+kk,8/3/2022,45 m²,Partly,5,1.0,232.42,254.11,185.2,324.23,117.95,268.47,784.91,947.31,1288.52,396.11,Prague - Troja,50.12639,14.42051,,,"CZK 15,000",Prefab concrete,Very good,G,,,,,,,,1.0,,,,,
"CZK 18,500","CZK 4,500",724494,2 bedroom,8/8/2022,52 m²,Fully furnished,6,1.0,157.38,898.11,582.97,939.2,587.48,920.05,564.57,401.12,806.99,126.99,Prague - Michle,50.05049,14.46551,1.0,,"CZK 37,000",Prefab concrete,Very good,G,,Complete,,,1.0,1.0,1.0,1.0,,,,,
"CZK 14,000",CZK 500,725338,Studio,8/1/2022,24 m²,Fully furnished,5,,222.41,578.44,185.38,561.4,179.63,344.62,146.28,520.96,554.33,481.37,Prague - Vinohrady,50.07035,14.43111,,,"CZK 20,000",Brick,Very good,G,,,,,,,,,,,,,
"CZK 19,999","CZK 4,500",334624,Studio,8/1/2022,39 m²,Fully furnished,1,1.0,161.88,690.04,386.69,178.53,127.34,529.65,741.37,854.39,628.9,179.13,"Kališnická, Prague - Žižkov",50.089749,14.462776,,,"CZK 24,500",Brick,New-build,,Personal,,Central,Luxurious,1.0,1.0,,,,1.0,,,
"CZK 15,000","CZK 3,400",724389,2+kk,7/1/2022,41 m²,Unfurnished,6,1.0,102.75,496.26,255.84,493.57,215.16,312.99,606.32,145.02,802.82,77.54,Prague - Hlubočepy,50.03164,14.37233,,,"CZK 25,000",Prefab concrete,Very good,G,,,,,,1.0,1.0,,,,,,
"CZK 15,500","CZK 4,700",725322,2+kk,7/10/2022,43 m²,Fully furnished,2,1.0,372.24,595.96,363.77,889.08,667.91,825.75,526.91,608.99,598.11,44.36,Prague - Horní Měcholupy,50.04313,14.55293,,,"CZK 20,000",Prefab concrete,Very good,G,,,,,,,1.0,,,,,,
"CZK 16,000","CZK 4,000",712727,2+kk,4/4/2022,50 m²,Partly,,,238.26,491.08,272.76,285.47,308.65,480.37,253.77,835.23,286.65,150.92,"Podolská, Prague - Podolí",50.05563,14.42088,,,"CZK 48,000",Brick,Very good,G,Personal,Complete,Gas boiler,Luxurious,1.0,,,,,,,,
"CZK 24,900","CZK 3,900",647743,2+kk,8/1/2022,52 m²,Fully furnished,6,1.0,321.74,272.42,32.18,227.85,42.93,69.06,244.65,812.35,163.33,572.38,"Opletalova, Prague - Nové Město",50.0814214,14.4299039,,1.0,"CZK 28,800",Brick,Very good,D,Personal,Complete,Central,Luxurious,,,1.0,,,,,,
"CZK 10,000","CZK 2,500",575593,Small studio,7/18/2022,30 m²,Fully furnished,2,,59.17,3222.38,3149.47,4640.47,335.04,3459.34,3032.31,4721.04,3685.68,502.9,Prague - Přední Kopanina,50.117916,14.301685,,,"CZK 12,500",Brick,Very good,A,Personal,,Electric boiler,,,,,,,,,,
"CZK 12,000","CZK 1,000",208147,Small studio,8/1/2022,30 m²,Partly,1,,280.87,1357.43,864.77,894.85,423.74,838.38,1203.5,640.23,469.95,504.68,"Za Lužinami, Prague - Stodůlky",50.052052,14.3232845,,,"CZK 13,000",Brick,Very good,A,Personal,Complete,Gas boiler,Standard,,,,,Up to 10 years,1.0,,,
"CZK 22,000","CZK 5,000",725282,3+1,7/10/2022,79 m²,Partly,3,1.0,424.12,1546.48,315.12,1539.14,785.51,498.65,323.93,127.3,683.19,244.29,Prague - Kamýk,50.01359,14.43028,,,"CZK 22,000",Low-energy,Good,C,,,,,,,,1.0,,,,,
"CZK 13,000","CZK 4,000",721611,Studio,6/8/2022,29 m²,Fully furnished,1,1.0,191.66,1839.52,1331.3,1832.17,1196.12,1289.79,533.47,1487.36,1248.9,102.46,Prague - Hodkovičky,50.02141,14.41347,,,"CZK 26,000",Prefab concrete,Very good,G,,,,,,,1.0,,,,,,
"CZK 11,800","CZK 2,500",724773,Small studio,7/5/2022,42 m²,Partly,1,,168.4,647.02,195.21,339.01,196.19,297.72,444.19,528.1,574.34,624.02,Prague - Břevnov,50.08277,14.37108,,,"CZK 12,000",Brick,Very good,B,,,,,,,,,,,,,
"CZK 11,500","CZK 2,000",721144,1 bedroom,7/11/2022,30 m²,Partly,4,1.0,304.64,426.19,96.47,371.62,165.33,203.56,296.08,292.13,965.19,133.67,Prague - Střížkov,50.12587,14.49505,,,"CZK 23,000",Prefab concrete,Very good,G,,Complete,Central,,,,,1.0,,,,,
"CZK 20,000","CZK 5,500",723672,3+1,9/1/2022,68 m²,Fully furnished,11,1.0,212.27,1243.66,323.18,1789.84,473.36,444.79,582.51,1306.11,322.63,75.43,Prague - Krč,50.02767,14.45456,,,"CZK 51,000",Prefab concrete,Good,D,Personal,,,,1.0,,1.0,1.0,,,,,
"CZK 28,000","CZK 5,500",725243,3+kk,8/1/2022,80 m²,Fully furnished,5,1.0,179.91,1436.45,474.0,1249.74,171.4,726.64,548.97,586.01,649.42,394.25,Prague - Libeň,50.11508,14.47504,,1.0,"CZK 56,000",Other,New-build,B,,,,,1.0,,1.0,,,1.0,,,
"CZK 13,500","CZK 3,500",268682,2+kk,7/10/2022,43 m²,Unfurnished,2,,271.31,1126.68,355.65,1119.33,551.74,197.24,233.66,665.19,567.45,137.82,"Snopkova, Prague - Kamýk",50.0162578,14.433737,1.0,,"CZK 25,000",Prefab concrete,Good,,Cooperative,,,,,,,,,,,,
"CZK 15,000","CZK 5,000",662985,2+kk,9/1/2022,40 m²,Fully furnished,3,1.0,294.2,615.98,115.85,349.79,0.38,400.03,529.39,433.35,595.68,226.56,"Sudoměřská, Prague - Žižkov",50.08031,14.45875,,,"CZK 15,000",Brick,Very good,A,Personal,Bathroom unit,Gas boiler,Standard,,,,,Up to 10 years,,,,
"CZK 20,000","CZK 4,500",645062,2+kk,1/4/2021,54 m²,Partly,3,1.0,263.72,1527.52,872.18,1954.14,646.77,1599.29,1240.96,1736.19,1375.01,659.05,"Sicherova, Prague - Kyje",50.114862,14.564395,1.0,,"CZK 30,000",Brick,Very good,B,Personal,,Central,Standard,1.0,1.0,1.0,,Up to 10 years,,,,
"CZK 12,500","CZK 2,500",725217,2+kk,8/1/2022,47 m²,Fully furnished,6,,225.25,509.23,210.61,197.57,313.05,374.5,333.7,365.29,434.6,205.29,Prague - Háje,50.0292,14.53153,,,"CZK 25,000",Prefab concrete,Good,G,,,,,1.0,,,,,,,,
"CZK 18,000","CZK 2,000",718211,2+kk,7/1/2022,44 m²,Partly,3,1.0,200.88,390.19,174.18,334.98,112.41,295.27,41.14,350.39,39.16,535.77,"Dalimilova, Prague - Žižkov",50.08602,14.45007,,,"CZK 20,000",Brick,Very good,B,Personal,Complete,,Standard,,,,,10 to 30 years,,,,
"CZK 15,499","CZK 1,500",540296,Studio,8/1/2022,33 m²,Unfurnished,3,,328.87,550.39,296.78,869.14,876.08,495.04,770.6,639.3,895.74,648.15,"Toufarova, Prague - Stodůlky",50.04291025,14.31233705,1.0,,"CZK 40,000",Brick,New-build,B,Personal,,Central,Luxurious,,,,,Up to 10 years,1.0,,,
"CZK 17,000","CZK 3,500",724696,2 bedroom,8/15/2022,60 m²,Unfurnished,1,,272.9,416.54,306.62,252.64,455.91,517.37,197.18,469.08,577.46,342.15,Prague - Háje,50.02985,14.53319,,,"CZK 30,000",Prefab concrete,Very good,C,,,Central,,1.0,,,1.0,,,,,
"CZK 18,000","CZK 3,850",314235,2+kk,6/28/2022,60 m²,Unfurnished,2,,603.04,1474.15,1101.83,1604.73,1376.67,1410.76,1637.14,1535.11,1368.6,523.53,"Vidlák, Prague - Hostavice",50.0933097176,14.5630865833,1.0,,"CZK 21,850",Brick,New-build,,Personal,,,,,1.0,,,,,,,
"CZK 18,990","CZK 1,200",697963,Studio,7/9/2022,53 m²,Fully furnished,3,1.0,151.52,401.41,109.66,391.76,94.68,206.05,303.75,316.12,661.89,418.83,"Salmovská, Prague - Nové Město",50.07486,14.42255,,1.0,"CZK 18,000",Brick,Very good,B,Personal,Complete,Distance,Luxurious,,,,,Up to 10 years,,,,
"CZK 22,000","CZK 3,000",725184,2+kk,9/1/2022,55 m²,Partly,5,1.0,139.18,730.06,149.48,506.26,184.7,573.77,324.83,709.94,773.22,470.32,Prague - Smíchov,50.07178,14.39452,,,"CZK 40,000",Brick,Very good,G,Personal,,,,1.0,,,,,,,,
"CZK 17,000","CZK 3,500",461149,Studio,7/9/2022,47 m²,Fully furnished,4,,144.63,359.53,113.51,8.59,94.64,105.57,217.54,242.69,1144.97,208.87,"Sluneční náměstí, Prague - Stodůlky",50.0504608,14.3456509,1.0,,"CZK 20,000",Other,,,Personal,,,,,,,,,,,,
"CZK 11,000","CZK 4,000",725181,2+kk,8/3/2022,45 m²,Fully furnished,2,1.0,291.89,578.52,36.85,503.29,525.47,478.49,288.05,105.53,1299.23,245.14,Prague - Kobylisy,50.13093,14.46561,,,"CZK 11,000",Prefab concrete,Very good,G,,,,,,,,1.0,,,,,
"CZK 10,000","CZK 3,000",724664,Small studio,7/4/2022,21 m²,Partly,4,,83.12,107.31,13.27,101.25,33.01,122.39,297.31,407.24,362.9,463.34,Prague - Žižkov,50.08417,14.45159,,,"CZK 13,000",Brick,Very good,G,,,,,,,,,,,,,
"CZK 19,000","CZK 2,000",292712,2 bedroom,8/1/2022,50 m²,Partly,,,103.2,432.16,400.15,340.01,354.51,494.07,755.28,761.41,591.42,593.43,"Při hranici, Prague - Sedlec",50.1354932,14.3835595,,,"CZK 19,000",Low-energy,Very good,A,Personal,Complete,Geothermal,Standard,,,1.0,,Over 50 years,,,,
"CZK 45,000","CZK 5,000",725154,2+kk,9/26/2022,78 m²,Fully furnished,6,1.0,175.15,260.08,109.22,454.62,90.92,307.41,139.17,228.95,835.73,677.43,Prague - Vinohrady,50.0735,14.43822,,1.0,"CZK 60,000",Brick,New-build,D,,,,,1.0,,,,,,,,
"CZK 21,000","CZK 6,000",483897,3+kk,8/1/2022,92 m²,Fully furnished,2,,137.91,1008.34,405.32,637.44,539.18,1087.18,1284.46,996.81,1069.33,273.85,"Uzoučká, Prague - Suchdol",50.13279,14.36972,,,"CZK 30,000",Brick,Very good,,Personal,,Gas boiler,Standard,1.0,,1.0,,Up to 10 years,,,,
"CZK 26,000","CZK 4,000",725142,3+kk,8/15/2022,70 m²,Partly,3,1.0,102.6,979.52,389.37,632.25,469.04,711.41,316.23,477.86,771.51,402.85,Prague - Háje,50.02635,14.53098,1.0,,"CZK 60,000",Brick,New-build,B,Personal,,,,1.0,1.0,1.0,,,1.0,,,
"CZK 16,990","CZK 4,000",724567,2+kk,7/3/2022,43 m²,Fully furnished,3,1.0,83.09,278.62,205.88,378.41,5.96,503.36,395.91,397.31,304.34,390.61,Prague - Libeň,50.10418,14.47862,,,"CZK 21,000",Low-energy,Very good,C,Personal,Complete,Central,Standard,,,,,10 to 30 years,,,,
"CZK 12,990","CZK 2,249",725146,Studio,8/1/2022,25 m²,Fully furnished,7,1.0,356.06,408.4,82.73,338.71,65.91,600.88,234.7,476.38,936.35,257.56,"Lucemburská, Prague - Žižkov",50.07928805555,14.4559825,,,"CZK 15,239",Brick,Good,G,Personal,,,,,,,,,,,"CZK 15,239",
"CZK 12,000","CZK 2,000",425445,Small studio,10/10/2022,22 m²,Fully furnished,1,,96.37,1112.27,342.53,720.59,185.54,791.77,490.82,465.42,674.92,179.97,"Na Jezerce, Prague - Nusle",50.0582532,14.44353,,,"CZK 14,000",Brick,Very good,,Personal,Complete,,,,,,,Up to 10 years,,,,
"CZK 22,000","CZK 4,500",725125,2 bedroom,7/15/2022,63 m²,Partly,2,1.0,77.83,240.58,57.56,406.39,74.7,405.91,371.69,548.66,383.1,106.81,Prague - Vršovice,50.06601,14.45693,,,"CZK 22,000",Brick,Very good,G,,,,,1.0,,,,,,,,
"CZK 18,000","CZK 4,000",416712,2+kk,,52 m²,Partly,3,,208.66,1004.29,152.28,823.14,67.65,367.15,296.52,363.58,10.17,238.32,Prague - Břevnov,50.0843838,14.3782596,,,"CZK 22,000",Brick,,B,Personal,,,,,,,,,,,,
"CZK 21,990","CZK 3,827",725109,2+kk,7/31/2022,63 m²,Partly,6,1.0,398.2,1416.77,693.72,1232.72,635.57,870.63,1111.49,712.15,619.1,290.41,"Zvěřinova, Prague - Strašnice",50.08507833333,14.48646111111,1.0,,"CZK 25,817",Other,New-build,B,Personal,,,,,,1.0,,,1.0,,"CZK 25,817",
"CZK 21,999","CZK 2,500",544003,2+kk,7/1/2022,54 m²,Unfurnished,3,1.0,220.03,798.29,299.44,2471.72,668.64,1457.52,423.62,1605.96,822.78,318.52,Prague - Kamýk,50.0077827,14.4546603,1.0,,"CZK 40,000",Brick,New-build,B,Personal,,Central,Luxurious,1.0,,,,Up to 10 years,,,,
"CZK 19,900","CZK 3,500",725093,2+kk,8/14/2022,52 m²,Partly,1,1.0,85.28,294.29,123.12,1219.76,158.45,1054.7,211.97,659.16,473.99,190.67,Prague - Hlubočepy,50.02819,14.36552,1.0,,"CZK 30,000",Brick,New-build,A,,,,,1.0,,1.0,,,1.0,,,
"CZK 20,700","CZK 6,200",725072,2+kk,7/8/2022,66 m²,Fully furnished,5,1.0,329.92,646.78,159.16,588.37,564.2,1588.28,456.26,884.56,1188.75,679.25,Prague - Záběhlice,50.04802,14.49365,1.0,,"CZK 40,000",Other,Very good,B,,,,,1.0,1.0,,,,,,,
"CZK 23,000","CZK 2,000",510077,3+1,9/1/2022,74 m²,Partly,3,,88.58,653.66,405.19,613.73,454.33,427.44,306.07,248.82,1240.24,316.76,"Novodvorská, Prague - Braník",50.027717,14.4287618,,,"CZK 44,000",Brick,,,Personal,Complete,Central,Standard,1.0,,,,,,,,
"CZK 25,000","CZK 6,000",725047,3+kk,8/1/2022,85 m²,Fully furnished,5,1.0,134.03,334.36,76.67,636.1,181.72,736.43,219.44,263.82,998.67,413.61,Prague - Košíře,50.06987,14.37994,1.0,,"CZK 25,000",Brick,Very good,G,,,,,1.0,,,1.0,,,,,
"CZK 24,500","CZK 5,000",438693,3+1,9/1/2022,91 m²,Fully furnished,5,1.0,191.24,1118.21,995.4,2336.89,173.62,204.32,663.64,1804.67,1341.64,199.97,"K Zelené louce, Prague - Kunratice",50.0219613,14.4641759,,1.0,"CZK 25,000",Brick,Very good,C,Personal,,Central,Standard,,,,,10 to 30 years,,,,
"CZK 11,000","CZK 3,500",724911,Small studio,7/7/2022,36 m²,Partly,9,1.0,104.44,104.39,43.84,129.37,32.52,0.11,259.25,373.51,895.16,140.17,Prague - Stodůlky,50.0503,14.34209,,,"CZK 22,000",Brick,Very good,G,,,,,1.0,,,,,,,,
"CZK 8,600","CZK 2,000",418711,Small studio,6/6/2022,32 m²,Fully furnished,1,,194.84,1390.12,337.67,2498.09,467.01,1481.13,360.69,1448.49,706.3,1227.56,"Stochovská, Prague - Ruzyně",50.0836206,14.3137171,,,"CZK 6,000",Brick,,,Personal,,Electric boiler,,,,,,,,,,
"CZK 8,500","CZK 2,500",545400,Small studio,4/21/2022,25 m²,Fully furnished,,,514.33,583.07,430.04,1811.89,444.64,572.71,399.18,312.42,1770.04,783.81,Prague - Braník,50.036559,14.4172471,,,"CZK 3,000",Brick,,,Other,,,,,,,,,,,,
"CZK 19,000","CZK 4,000",724987,2+kk,7/7/2022,42 m²,Fully furnished,2,1.0,209.83,734.87,71.0,362.24,53.17,225.37,159.94,953.66,275.9,274.5,Prague - Karlín,50.0939,14.45688,,,"CZK 38,000",Brick,Very good,D,,,,,,,,,,,,,
"CZK 16,800","CZK 4,200",518330,Studio,8/1/2022,47 m²,Partly,3,1.0,409.53,1642.82,477.57,1414.25,556.78,1578.82,1320.81,1527.71,648.98,137.75,"Strnadových, Prague - Vysočany",50.1123225,14.5141944,,,"CZK 25,000",Low-energy,New-build,B,Personal,,Central,,1.0,,,1.0,Up to 10 years,1.0,,,
"CZK 23,000","CZK 5,000",724961,3+1,10/1/2022,68 m²,Fully furnished,3,,61.36,1702.86,403.13,1339.9,463.65,552.61,58.75,504.23,418.72,652.12,Prague - Dejvice,50.1095,14.38605,1.0,,"CZK 20,000",Brick,Very good,G,,,,,,,1.0,,,,,,
"CZK 16,000","CZK 2,600",724932,Studio,7/15/2022,91 m²,Partly,1,,410.17,1507.76,969.35,1170.81,576.77,1063.58,847.57,749.16,600.77,554.81,Prague - Košíře,50.06701,14.35662,,1.0,"CZK 37,200",Brick,New-build,B,Personal,,Central,,,,,,,1.0,,,
"CZK 12,800","CZK 3,200",724928,Studio,9/1/2022,45 m²,Partly,3,,251.06,654.09,359.73,2070.87,303.68,349.79,659.69,540.42,1188.94,213.85,Prague - Braník,50.03352,14.41808,1.0,,"CZK 16,000",Brick,Very good,C,,,Electric boiler,,,,,,,,,,
"CZK 24,990","CZK 4,500",705367,3+kk,9/1/2022,75 m²,Fully furnished,7,1.0,164.03,284.11,153.59,500.31,135.88,314.59,59.78,59.78,255.77,74.07,"Karpatská, Prague - Vršovice",50.0697,14.47606,,,"CZK 50,000",Brick,Very good,G,Personal,,Gas boiler,Luxurious,,,,,Up to 10 years,,,,
"CZK 19,500","CZK 4,000",724918,2+kk,7/7/2022,50 m²,Partly,8,1.0,213.08,1860.93,1352.72,1853.59,1217.54,1311.21,554.89,1508.78,1431.4,123.88,Prague - Hodkovičky,50.02114,14.41408,,1.0,"CZK 20,000",Other,New-build,G,,,,,1.0,,,,,1.0,,,
"CZK 19,000","CZK 5,700",724873,2+kk,7/6/2022,53 m²,Partly,1,1.0,126.94,224.89,139.6,164.29,276.26,182.13,386.84,813.59,252.75,534.13,Prague - Břevnov,50.08435,14.36222,,,"CZK 19,000",Brick,Very good,G,,Complete,Central,Standard,1.0,,,,Up to 10 years,,,,
"CZK 33,000","CZK 10,000",722291,3+1,6/14/2022,126 m²,Partly,2,1.0,92.93,655.94,102.48,58.68,107.4,230.21,197.06,713.14,490.49,409.6,Prague - Nové Město,50.07986,14.42201,,,"CZK 33,000",Brick,Very good,G,,,Electric boiler,Standard,,,,,,,,,
"CZK 25,000","CZK 4,000",724861,3+kk,7/6/2022,95 m²,Fully furnished,1,,297.57,1299.44,192.92,1089.73,370.38,240.73,178.6,170.88,876.0,232.02,Prague - Strašnice,50.06831,14.50072,,,"CZK 25,000",Brick,Very good,G,,,,,,,,,,,,,
"CZK 13,000","CZK 2,400",524755,Studio,7/18/2022,35 m²,Partly,7,1.0,274.19,766.52,142.01,736.86,432.21,732.58,369.97,529.58,409.24,100.83,"Nechvílova, Prague - Chodov",50.0225973,14.4961965,,,"CZK 25,000",Prefab concrete,,,Personal,Complete,,,1.0,,1.0,,,,,,
"CZK 11,000","CZK 2,000",656234,Small studio,7/4/2022,35 m²,Partly,5,1.0,296.01,853.73,281.82,551.82,361.57,638.12,325.17,414.12,595.57,115.18,"Kaplická, Prague - Podolí",50.04743,14.43253,1.0,1.0,"CZK 13,000",Prefab concrete,Very good,G,Cooperative,,,,,,,1.0,,,,,
"CZK 16,000","CZK 3,700",591711,2+kk,9/1/2022,65 m²,Partly,2,,289.14,362.62,894.02,5370.1,485.98,875.81,773.02,682.61,438.36,93.39,Prague - Vinoř,50.142886,14.574787,,,"CZK 16,000",Brick,New-build,B,Personal,Complete,Electric boiler,Standard,,,1.0,,Up to 10 years,1.0,,,
"CZK 7,500","CZK 2,000",629901,3+1,7/7/2022,18 m²,Fully furnished,1,,567.62,1436.61,1185.41,1463.88,443.74,1204.92,1360.11,482.77,968.1,1112.26,"Nad Popelářkou, Prague - Troja",50.118113,14.438568,,,"CZK 9,500",Brick,Good,C,Personal,Complete,Gas boiler,Standard,1.0,,1.0,,,,,,
"CZK 8,500","CZK 2,000",610637,3+1,2/1/2022,20 m²,Fully furnished,2,,63.23,1060.99,907.97,1209.43,139.4,1050.64,877.1,783.18,1269.33,226.47,"Vlnitá, Prague - Braník",50.038918,14.423419,,1.0,"CZK 10,500",Brick,Very good,C,Personal,,Central,Standard,,,,,,,,,
"CZK 18,000","CZK 2,980",724835,2+kk,8/1/2022,50 m²,Fully furnished,5,1.0,154.03,279.67,351.1,1304.3,240.66,1139.24,651.51,877.71,920.96,282.13,Prague - Hlubočepy,50.02917,14.36234,1.0,,"CZK 30,000",Brick,New-build,B,,,,,1.0,1.0,1.0,,,1.0,,,
"CZK 18,000","CZK 5,000",724832,2 bedroom,7/6/2022,57 m²,Fully furnished,4,1.0,271.46,251.72,219.42,465.97,43.93,312.69,130.82,193.23,879.08,691.88,Prague - Vinohrady,50.07278,14.43781,,,"CZK 23,000",Brick,Very good,G,,,,,,,,,,,,,
"CZK 13,700","CZK 3,600",480578,2+kk,7/1/2022,44 m²,Unfurnished,1,,387.11,457.85,364.91,425.03,371.14,320.45,100.15,525.47,1069.28,222.62,"Kladenská, Prague - Vokovice",50.095408047564,14.355584856622,,,"CZK 13,700",Brick,,,Personal,,,,,,,,,,,,
"CZK 26,900","CZK 4,500",723967,2+kk,7/1/2022,66 m²,Unfurnished,3,1.0,94.6,179.51,50.1,180.57,11.07,205.85,33.73,51.82,190.79,175.81,Prague - Staré Město,50.08966,14.42489,,,"CZK 26,900",Brick,Very good,G,Personal,Complete,Central,Luxurious,,,,,,,,,
"CZK 17,000","CZK 3,000",361647,3+kk,8/1/2022,50 m²,Partly,2,,165.95,1123.98,513.8,1098.89,372.92,768.07,782.02,395.84,425.99,373.57,"Opuková, Prague - Řepy",50.0717715,14.313566,1.0,1.0,"CZK 34,000",Brick,Very good,D,Personal,Complete,,Standard,,,,,,,,,
"CZK 15,500","CZK 3,800",398053,2+kk,9/1/2022,58 m²,Partly,5,,149.51,792.56,157.71,749.67,430.13,226.52,603.77,484.79,901.49,281.93,"Na Křečku, Prague - Horní Měcholupy",50.0443911,14.5658259,1.0,,"CZK 20,000",Brick,Very good,C,Personal,,,,,,,,Up to 10 years,,,,
"CZK 21,900","CZK 3,900",324795,3+kk,7/1/2022,73 m²,Fully furnished,4,1.0,383.78,917.71,600.32,556.39,610.75,611.91,346.62,688.65,483.09,215.39,"Bellušova, Prague - Stodůlky",50.0410429,14.3224894,1.0,,"CZK 30,000",Prefab concrete,Very good,,Personal,Complete,Distance,Luxurious,1.0,1.0,1.0,1.0,10 to 30 years,,Housing,,
"CZK 18,000","CZK 2,000",724781,2+kk,10/1/2022,41 m²,Partly,3,,182.3,1046.42,704.35,749.66,192.06,731.98,525.38,660.48,1065.98,205.8,Prague - Liboc,50.0854,14.33752,,,"CZK 36,000",Brick,New-build,A,,,,,1.0,,1.0,,,1.0,,,
"CZK 12,500","CZK 4,000",722262,Studio,8/1/2022,33 m²,Partly,4,,221.63,1067.53,189.91,1164.56,528.9,1100.2,735.32,587.2,842.06,517.89,Prague - Horní Měcholupy,50.04838,14.55874,1.0,,"CZK 12,500",Brick,Very good,G,,,Central,,,,,,,,,,
"CZK 22,200","CZK 4,800",724746,2+kk,9/1/2022,52 m²,Fully furnished,2,,36.74,470.15,30.54,83.31,8.92,141.24,201.11,447.1,446.65,563.98,Prague - Nové Město,50.07912,14.41943,,,"CZK 40,000",Brick,Very good,G,,,,,1.0,,,,,,,,
"CZK 16,000","CZK 3,500",448560,2+kk,7/4/2022,51 m²,Partly,2,1.0,227.37,259.16,190.25,329.28,123,273.52,789.96,952.36,1293.57,401.17,"Hnězdenská, Prague - Troja",50.1263568,14.4202859,,,"CZK 16,000",Prefab concrete,Very good,B,Personal,,,Standard,,,,,10 to 30 years,,,,
"CZK 17,500","CZK 2,200",724729,2+kk,7/4/2022,54 m²,Fully furnished,2,,640.2,2301.2,658.92,2161.71,735.95,2237.09,1279.01,3846.78,3469.94,28.65,Prague - Újezd u Průhonic,50.00866,14.54417,,,"CZK 35,000",Other,New-build,B,,,,,,1.0,,,,1.0,,,
"CZK 19,000","CZK 6,000",724169,2+kk,8/1/2022,62 m²,Fully furnished,4,1.0,157.65,460.15,319.12,458.96,444.21,464.19,642.41,845.71,714.23,167.02,Prague - Záběhlice,50.05611,14.51485,1.0,,"CZK 25,000",Brick,New-build,G,,,,,1.0,1.0,1.0,,,1.0,,,
"CZK 32,000","CZK 6,000",532872,4+1,8/1/2022,112 m²,Partly,1,,211.18,707.65,333.25,586.65,147.42,792.81,488.67,1611.99,128.46,83.62,Prague - Bubeneč,50.1006887,14.4164618,1.0,,"CZK 50,000",Brick,Good,G,Personal,,Other,Standard,1.0,,,,Over 50 years,,,,
"CZK 17,300","CZK 3,100",724716,2 bedroom,9/11/2022,52 m²,Fully furnished,2,1.0,253.69,1068.57,247.9,798.67,232.74,218.12,537.61,360.7,578.34,297.89,Prague - Strašnice,50.06868,14.4963,,,"CZK 10,000",Brick,Very good,G,,,,,,,,1.0,,,,,
"CZK 15,000","CZK 2,800",673486,Studio,10/1/2022,44 m²,Partly,5,1.0,70.82,1162.85,634.32,877.46,533.01,948.92,712.76,418.74,581.79,289.1,"Olgy Havlové, Prague - Žižkov",50.0876624,14.4794388,1.0,1.0,"CZK 20,000",Brick,New-build,B,Personal,,Central,,,,1.0,,,1.0,,,
