Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Age,Designe,Floor space,Fully furnished,Condition,Ownership,EPC,Heating,Balcony,Sklep 5 m²,Lift,New-build,Lodžie 4 m²,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Balkón 3 m²,Sklep 4 m²,Parking,Garage,Reconstruction,Sklep 6 m²,Lodžie 3 m²,Balkón 2.6 m²,Sklep 2 m²,Sklep 3 m²,Balkón 5 m²,Cellar,Sklep 58 m²,Balkón 6 m²,Balkón 6.4 m²,Sklep 1.3 m²,Domácí mazlíčci vítáni,Balkón 2.5 m²,Sklep 7 m²,Terasa 5 m²,Terrace,Terasa 14 m²,Lodžie 8 m²,Terasa 8 m²,Lodžie 6 m²,Terasa 4 m²,Terasa 9 m²,Balkón 4 m²,Balkón 12 m²,Lodžie 12 m²,Balkón 2 m²,Lodžie 6.1 m²,Terasa 12 m²,Sklep 17 m²,Balkón 40 m²,Terasa 50 m²,Terasa 10 m²,Sklep 1.2 m²,Balkón 8 m²,Sklep 8.1 m²,Terasa 40 m²,Lodžie 10 m²,Sklep 1 m²,Lodžie 7 m²,Terasa 32 m²,Terasa 70 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 20 m²,Lodžie 5 m²,Balkón 7 m²,Terasa 25 m²,Balkón 10 m²,Balkón 50 m²,Lodžie 50 m²,Terasa 24 m²,Balkón 5.7 m²,Sklep 12 m²,Lodžie 3.2 m²,Sklep 8 m²,Sklep 15 m²,Balkón 18 m²,Administrative fee,Lodžie 5.1 m²,Terasa 21 m²,Balkón 28 m²,Balkón 1.5 m²,Terasa 11 m²,Sklep 10 m²,Terasa 6 m²,Terasa 17 m²,Balkón 14 m²,Balkón 1 m²,Sklep 2.4 m²,Enclosed balcony,Terasa 200 m²,Terasa 78 m²,Lodžie 9 m²,Lodžie 1 m²,Balkón 9 m²,Balkón 15 m²,Lodžie 14.6 m²,Terasa 1 m²,Terasa 37 m²,Terasa 13 m²,Balkón 8.73 m²,Terasa 2.67 m²,Sklep 28 m²,Lodžie 15 m²,Terasa 18 m²,Terasa 350 m²,Balkón 11 m²,Terasa 15 m²,Balkón 2.29 m²,Terasa 16.1 m²,Sklep 3.1 m²,Balkón 13 m²,Balkón 33 m²,Terasa 29 m²,Terasa 100 m²,Terasa 30 m²,Terasa 7 m²,Terasa 83 m²,Sklep 6.4 m²,Balkón 96 m²,Terasa 27.6 m²,Lodžie 2.7 m²,Lodžie 13 m²,Terasa 19 m²,Sklep 20 m²,Terasa 14.1 m²,Balkón 70 m²,Terasa 3 m²,Plot space
"CZK 9,000","CZK 2,000","CZK 11,000",744056,4+1,10/31/2022,4,Brick,,,150 m²,Partly,Very good,,G,Central,,,1.0,,,66.31,649.79,32.0,36.78,72.48,59.27,238.53,707.48,526.44,413.15,"Jungmannova, Prague - Nové Město",50.07979,14.42214,,,,,Complete,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 4,500","CZK 40,000",732196,Studio,10/1/2022,3,Low-energy,,Luxurious,42 m²,Fully furnished,New-build,,B,,,,1.0,1.0,,266.86,1953.91,1116.59,1712.78,452.71,1360.43,808.23,1421.57,1318.95,730.36,Prague - Modřany,50.01299,14.40002,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,800","CZK 36,000",683712,3+kk,10/3/2021,2,Prefab concrete,,,77 m²,Partly,Very good,Personal,G,Central,,,1.0,,1.0,174.94,1347.14,159.36,1258.57,262.03,244.19,394.05,604.96,1303.41,128.38,"Modletická, Prague - Chodov",50.02477,14.51727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 3,500","CZK 19,000",744428,2+kk,10/8/2022,3,Brick,,,53 m²,Unfurnished,Very good,,B,,,,,,,97.76,2119.92,288.53,2459.46,175.95,1706.88,246.31,874.57,1216.09,532.52,"Nad Zlíchovem, Prague - Hlubočepy",50.04545,14.40559,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,700","CZK 30,000",740511,3+1,9/30/2022,4,Brick,30 - 50 years,Standard,52 m²,Partly,Very good,,D,Central,,,,,,187.71,1372.34,239.06,527.73,181.16,245.87,535.74,309.71,818.79,304.9,Prague - Kobylisy,50.12587,14.44605,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 7,000",CZK 0,"CZK 7,000",744401,Other,10/24/2022,3,Brick,,,16 m²,Fully furnished,Good,,G,,,,,,,420.57,963.94,334.42,613.8,422.76,953.93,728.99,847.05,238.66,574.35,Prague - Podolí,50.05259,14.4239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,990","CZK 6,589","CZK 24,579",729548,4+1,10/30/2022,8,Prefab concrete,,,84 m²,Unfurnished,Very good,Personal,G,,,,1.0,,,273.87,940.98,374.29,874.09,464.62,193.19,470.74,576.14,1527.54,192.25,"Generála Janouška, Prague - Černý Most",50.10628638888,14.57028777777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 24,579",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,200","CZK 1,800","CZK 17,000",744558,Studio,10/20/2022,7,Brick,,,37 m²,Unfurnished,New-build,,B,,,,1.0,1.0,,125.27,608.4,353.81,654.19,277.24,1424.43,205.16,1005.93,1240.37,177.61,"Choceradská, Prague - Záběhlice",50.04349,14.49147,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 32,000","CZK 6,000","CZK 20,000",743941,3+1,10/4/2022,4,Brick,,,100 m²,Unfurnished,Very good,,G,,1.0,,1.0,,,150.44,100.0,29.28,134.6,44.54,58.7,145.28,605.6,11.93,378.75,Prague - Břevnov,50.08398,14.36449,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 3,000","CZK 30,000",527000,2+kk,9/30/2022,4,Brick,Up to 10 years,,43 m²,Fully furnished,Very good,Personal,A,Gas boiler,,,1.0,,,220.48,487.86,331.81,500.55,362.83,355.62,688.63,837.35,355.75,380.71,Prague - Holešovice,50.1054837,14.4433027,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,999","CZK 2,500","CZK 30,000",722445,2+kk,10/1/2022,8,Prefab concrete,10 to 30 years,Standard,37 m²,Partly,New-build,,D,Central,,,1.0,1.0,,144.7,754.34,662.45,1990.84,216.86,1268.73,1076.56,1172.95,1192.68,596.3,Prague - Lhotka,50.01389,14.45457,,,1.0,1.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 4,000","CZK 24,000",744545,1 bedroom,11/1/2022,6,Prefab concrete,,,43 m²,Partly,Very good,,G,,,,1.0,,,138.97,874.1,486.6,1051.61,485.64,605.3,97.37,91.5,461.13,135.73,"Kukelská, Prague - Hloubětín",50.10415,14.5496,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 2,500","CZK 14,000",545164,Studio,11/1/2022,2,Brick,Up to 10 years,Luxurious,22 m²,Fully furnished,New-build,Personal,,Central,,,1.0,1.0,,42.18,972.07,493.97,779.12,473.6,570.35,102.06,1243.4,700.89,348.21,Prague - Holešovice,50.1105294,14.4507429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 4,000","CZK 40,000",743742,3+1,10/4/2022,12,Prefab concrete,Over 50 years,Standard,73 m²,Partly,Good,Personal,G,Central,,,1.0,,,404.58,468.98,395.37,596.23,382.39,546.53,652.18,655.6,652.85,168.94,"Narcisová, Prague - Záběhlice",50.0598,14.49882,1.0,,,,Exterior,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 7,500","CZK 3,500","CZK 15,000",744521,3+1,10/9/2022,2,Brick,,,85 m²,Fully furnished,Very good,,G,,,,1.0,,,157.52,319.2,91.06,193.85,108.25,145.54,500.22,176.61,619.79,170.64,"Čáslavská, Prague - Vinohrady",50.07721,14.45964,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 3,000","CZK 24,000",742985,2 bedroom,9/29/2022,4,Brick,,,67 m²,Partly,Good,,E,,,,1.0,,,280.17,781.41,158.57,287.19,0.48,286.07,328.5,477.71,460.67,414.74,Prague - Nové Město,50.07903,14.42522,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 2,300","CZK 25,000",742941,2+kk,11/1/2022,2,Brick,,,52 m²,Fully furnished,Very good,,G,,,,1.0,,,105.72,452.84,116.6,241.9,34.81,190.75,270.5,378.25,607.69,387.24,"Bořivojova, Prague - Žižkov",50.08343,14.4531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,000","CZK 2,600","CZK 15,000",744509,Studio,11/15/2022,1,Prefab concrete,,,20 m²,Fully furnished,New-build,,G,,,,,1.0,,283.59,1564.36,398.81,1372.13,674.27,1466.72,984.24,884.92,1764.63,666.6,Prague - Uhříněves,50.04027,14.59258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,800","CZK 2,200","CZK 14,800",744506,2+kk,10/9/2022,2,Prefab concrete,,,45 m²,Partly,Very good,,G,,,,,,,107.49,562.67,439.21,492.54,492.57,452.69,554.57,1032.72,1334.4,174.32,"Poznaňská, Prague - Bohnice",50.13045,14.41864,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 6,000","CZK 40,000",742916,3+1,9/29/2022,3,Prefab concrete,,,75 m²,Partly,Very good,,B,,,,1.0,,,341.86,533.35,489.06,595.18,171.71,561.35,411.81,357.5,443.49,104.43,Prague - Michle,50.04573,14.4548,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,500","CZK 32,000",661912,Studio,10/24/2022,5,Brick,Up to 10 years,,45 m²,Fully furnished,Very good,Personal,G,Gas boiler,,,1.0,,,157.18,710.8,111.11,525.13,139.22,475.42,531.59,972.78,366.82,315.38,"U Uranie, Prague - Holešovice",50.10592,14.45496,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,509","CZK 30,000",364468,2+kk,10/4/2022,5,Prefab concrete,,,39 m²,Fully furnished,,Personal,,Distance,,,1.0,,,191.43,442.8,463.07,3131.76,454.14,865.67,992.76,1542.91,1687.11,219.69,"Na domovině, Prague - Libuš",50.0088285,14.4664954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 6,000","CZK 30,000",730208,3+kk,10/10/2022,4,Low-energy,,,88 m²,Fully furnished,New-build,,G,,,,1.0,1.0,,617.6,1263.84,484.11,2402.58,455.18,2080.47,784.66,1309.64,1735.19,224.38,Prague - Dolní Chabry,50.13929,14.4453,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 40,000","CZK 3,400","CZK 40,000",623351,3+1,12/1/2022,1,Brick,,Standard,109 m²,Fully furnished,Very good,Personal,G,,,,1.0,,,250.98,550.27,154.72,439.35,38.0,226.76,222.43,251.19,127.58,405.51,"Polská, Prague - Vinohrady",50.078284,14.443172,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 36,000","CZK 4,000","CZK 35,000",732293,2+kk,9/20/2022,6,Brick,,,80 m²,Fully furnished,Very good,,E,,,,1.0,,,109.24,338.67,210.43,245.14,72.06,262.46,126.24,372.44,234.85,464.61,Prague - Josefov,50.08998,14.41986,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,200","CZK 20,000",743671,2 bedroom,11/1/2022,3,Brick,,,55 m²,Fully furnished,New-build,,C,,1.0,,,,,412.74,676.41,498.82,705.08,315.13,517.26,725.11,452.15,524.01,60.29,"Nová kolonie, Prague - Stodůlky",50.04922,14.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 4,808","CZK 50,000",62183,2+kk,,1,Brick,,,60 m²,Fully furnished,,Personal,,Central,1.0,,1.0,,,146.42,801.21,116.97,936.57,391.05,245.91,454.82,267.13,572.36,241.68,Prague - Kunratice,50.0238780908,14.4878232479,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 3,000","CZK 23,000",719319,2+kk,11/1/2022,1,Other,Up to 10 years,,52 m²,Partly,New-build,Personal,B,,,,1.0,1.0,,247.01,716.86,126.75,1561.69,108.31,308.06,300.35,276.64,113.97,14.08,"Donovalská, Prague - Chodov",50.03731,14.50635,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 38,000","CZK 9,000","CZK 47,000",659093,3+kk,11/1/2022,6,Other,,,128 m²,Fully furnished,Very good,Personal,C,,,,,,,217.64,234.28,240.62,629.17,210.31,68.85,525.17,314.44,226.55,376.18,"Pitterova, Prague - Žižkov",50.08457,14.46719,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 38,500","CZK 10,000","CZK 77,000",744444,5+1,10/8/2022,5,Brick,,,123 m²,Unfurnished,Very good,,C,,,,1.0,1.0,,165.83,1026.41,174.23,930.9,276.31,168.19,365.81,474.89,676.17,425.07,Prague - Veleslavín,50.09504,14.34925,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 6,000","CZK 30,000",743548,3+1,10/3/2022,7,Prefab concrete,,,70 m²,Fully furnished,Very good,,C,,1.0,,1.0,,,296.75,426.54,327.8,3145.77,298.69,858.83,840.84,1706.82,1710.34,58.77,"K Lukám, Prague - Libuš",50.00778,14.46563,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 6,210","CZK 16,000",744445,Studio,10/8/2022,4,Brick,,,46 m²,Fully furnished,New-build,,G,,,,1.0,1.0,,55.02,158.45,35.39,37.46,136.79,243.61,177.71,913.16,368.16,245.95,Prague - Bubeneč,50.10016,14.42107,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 4,000","CZK 27,000",744442,2+kk,10/8/2022,2,Brick,,Standard,35 m²,Unfurnished,Very good,Personal,G,Electric boiler,,,,,,100.72,937.8,390.48,1121.48,348.18,526.82,654.0,523.86,814.0,605.72,Prague - Libeň,50.11911,14.46961,,,1.0,,Bathroom unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 5,000","CZK 23,000",743513,3+kk,10/3/2022,2,Brick,,,84 m²,Unfurnished,Very good,Personal,B,,1.0,,,,,346.71,871.23,815.39,875.47,346.0,792.37,530.47,691.36,1545.08,375.53,"Nad Dolíky, Prague - Suchdol",50.14213,14.38072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 2,000","CZK 25,000",711641,2+kk,11/1/2022,4,Brick,10 to 30 years,Standard,49 m²,Fully furnished,Very good,Personal,E,Electric boiler,,,1.0,,,32.78,592.19,41.02,4.17,44.87,159.87,254.74,339.78,285.23,399.87,"Jana Želivského, Prague - Žižkov",50.08854,14.46861,,,,,Interior,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,000","CZK 18,000",741534,2 bedroom,11/14/2022,2,Brick,,,50 m²,Partly,Very good,,C,,,,,,,134.33,189.92,323.18,214.42,108.07,90.21,614.21,413.97,1115.66,185.24,Prague - Vokovice,50.09758,14.36389,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 9,490",CZK 0,"CZK 5,000",605365,Small studio,10/1/2022,1,Brick,,Standard,12 m²,Fully furnished,Good,Personal,G,Gas boiler,,,,,,153.14,505.33,91.47,187.05,15.88,379.79,532.9,338.15,323.61,703.92,"Na Bělidle, Prague - Smíchov",50.071815,14.406029,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 4,000","CZK 2,000","CZK 6,000",624255,3+1,7/1/2022,2,Brick,,Standard,80 m²,Partly,Good,Personal,F,Central,,,,,,144.85,1346.38,1139.66,1260.56,978.11,1291.24,1220.92,1218.47,1153.38,882.21,"Slivenecká, Prague - Hlubočepy",50.038176,14.390958,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 5,000","CZK 30,000",261360,1 bedroom,10/1/2022,1,Brick,Over 50 years,Luxurious,42 m²,Partly,Very good,Personal,,Central,,,,,,331.24,781.05,684.31,744.39,389.49,703.4,548.2,708.51,1253.91,306.21,Prague - Suchdol,50.1402544,14.3836969,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 3,000",CZK 0,743443,2+kk,11/1/2022,4,Prefab concrete,,,57 m²,Fully furnished,Very good,,G,,1.0,,1.0,,,393.07,2270.56,29.68,1942.81,36.12,444.65,993.36,1670.18,690.15,407.86,Prague - Motol,50.07136,14.34778,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,750","CZK 2,800","CZK 20,000",551358,Studio,11/27/2022,4,Brick,Up to 10 years,Luxurious,36 m²,Fully furnished,Very good,Personal,,Distance,,,1.0,,,209.44,598.58,150.79,250.65,75.2,331.29,626.16,431.4,416.86,382.78,"Vltavská, Prague - Smíchov",50.07004295,14.4094813,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 2,500","CZK 11,000",743396,Studio,10/15/2022,2,Low-energy,,,29 m²,Partly,New-build,Personal,B,,1.0,,1.0,1.0,,286.27,1144.45,494.04,504.46,643.38,588.99,611.11,1878.29,824.93,252.39,"Do Zahrádek I, Prague - Třebonice",50.05642215,14.2919529,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,490","CZK 2,529","CZK 19,019",744386,3+kk,10/30/2022,9,Prefab concrete,,,65 m²,Fully furnished,Very good,Personal,D,,1.0,,1.0,,,214.8,1491.87,730.78,1542.93,171.3,1399.85,754.36,351.06,637.71,116.65,"Vazovova, Prague - Modřany",50.00572833333,14.43493527777,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 19,019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,900","CZK 4,000","CZK 25,000",744339,2+kk,10/7/2022,1,Brick,,,50 m²,Unfurnished,Good,,E,,,,1.0,,,238.76,349.29,279.74,789.84,282.45,100.12,455.6,455.6,469.7,299.81,Prague - Strašnice,50.07085,14.48075,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500",CZK 700,"CZK 15,500",660346,2 bedroom,11/1/2022,5,Brick,,,62 m²,Partly,Very good,Personal,D,Gas boiler,,,,,,372.2,1038.24,263.22,779.8,421.4,913.54,272.91,189.07,850.35,354.31,"Sdružení, Prague - Nusle",50.05569,14.44403,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 1,500","CZK 12,500",540561,5+kk,,7,Brick,,,,Fully furnished,,Personal,,,1.0,,,,,63.95,366.33,51.88,106.09,0.0,173.33,572.88,797.89,329.22,412.94,Prague - Karlín,50.094136088691,14.452722938098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 34,000","CZK 7,200","CZK 68,000",744231,3+kk,1/1/2023,4,Brick,Up to 10 years,,125 m²,Fully furnished,Very good,,G,Distance,,1.0,1.0,,,146.3,582.9,105.68,246.72,82.2,139.49,199.14,223,522.52,233.05,"Musílkova, Prague - Košíře",50.06881115,14.36939225,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
