Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Age,Designe,Floor space,Fully furnished,Condition,Ownership,EPC,Heating,Balcony,Sklep 5 m²,Lift,New-build,Lodžie 4 m²,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Balkón 3 m²,Sklep 4 m²,Parking,Garage,Reconstruction,Sklep 6 m²,Lodžie 3 m²,Balkón 2.6 m²,Sklep 2 m²,Sklep 3 m²,Balkón 5 m²,Cellar,Sklep 58 m²,Balkón 6 m²,Balkón 6.4 m²,Sklep 1.3 m²,Domácí mazlíčci vítáni,Balkón 2.5 m²,Sklep 7 m²,Terasa 5 m²,Terrace,Terasa 14 m²,Lodžie 8 m²,Terasa 8 m²,Lodžie 6 m²,Terasa 4 m²,Terasa 9 m²,Balkón 4 m²,Balkón 12 m²,Lodžie 12 m²,Balkón 2 m²,Lodžie 6.1 m²,Terasa 12 m²,Sklep 17 m²,Balkón 40 m²,Terasa 50 m²,Terasa 10 m²,Sklep 1.2 m²,Balkón 8 m²,Sklep 8.1 m²,Terasa 40 m²,Lodžie 10 m²,Sklep 1 m²,Lodžie 7 m²,Terasa 32 m²,Terasa 70 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 20 m²,Lodžie 5 m²,Balkón 7 m²,Terasa 25 m²,Balkón 10 m²,Balkón 50 m²,Lodžie 50 m²,Terasa 24 m²,Balkón 5.7 m²,Sklep 12 m²,Lodžie 3.2 m²,Sklep 8 m²,Sklep 15 m²,Balkón 18 m²,Administrative fee,Lodžie 5.1 m²,Terasa 21 m²,Balkón 28 m²,Balkón 1.5 m²,Terasa 11 m²,Sklep 10 m²,Terasa 6 m²,Terasa 17 m²,Balkón 14 m²,Balkón 1 m²,Sklep 2.4 m²,Enclosed balcony,Terasa 200 m²,Terasa 78 m²,Lodžie 9 m²,Lodžie 1 m²,Balkón 9 m²,Balkón 15 m²,Lodžie 14.6 m²,Terasa 1 m²,Terasa 37 m²,Terasa 13 m²,Balkón 8.73 m²,Terasa 2.67 m²,Sklep 28 m²,Lodžie 15 m²,Terasa 18 m²,Terasa 350 m²,Balkón 11 m²,Terasa 15 m²,Balkón 2.29 m²,Terasa 16.1 m²,Sklep 3.1 m²,Balkón 13 m²,Balkón 33 m²,Terasa 29 m²,Terasa 100 m²,Terasa 30 m²,Terasa 7 m²,Terasa 83 m²,Sklep 6.4 m²,Balkón 96 m²,Terasa 27.6 m²,Lodžie 2.7 m²,Lodžie 13 m²,Terasa 19 m²,Sklep 20 m²,Terasa 14.1 m²,Balkón 70 m²,Terasa 3 m²,Plot space
"CZK 11,000","CZK 1,000","CZK 15,000",95371,Small studio,11/1/2022,3,Brick,Over 50 years,Standard,27 m²,Partly,,,,Electric boiler,,,,,,248.41,441.52,190.69,211.34,158.92,211.11,511.18,738.99,710.62,589.76,"Vlastislavova, Prague - Nusle",50.0651978,14.4429669,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 45,750","CZK 15,250",,744738,3+1,11/2/2022,1,,,,72 m²,Fully furnished,,,,,,,,,,259.15,217.0,193.62,285.29,113.57,307.09,74.34,930.42,156.52,482.04,"Růžová, Prague - Nové Město",50.0835446,14.4307958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,200","CZK 42,400",744884,2+kk,11/1/2022,4,Other,,,52 m²,Partly,Very good,,B,Central,,,1.0,,,195.52,1608.98,133.82,1648.95,200.33,189.4,777.29,212.32,1184.04,156.46,"Bratislavská, Prague - Hostivař",50.04402,14.51721,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 49,000","CZK 11,000","CZK 98,000",747924,4+kk,11/1/2022,7,Brick,,,131 m²,Unfurnished,Very good,,G,,,,,,,233.16,527.52,235.21,339.98,11.77,220.36,346.97,141.66,460.06,232.51,"U Kanálky, Prague - Vinohrady",50.07744,14.44624,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,500","CZK 13,000",604244,Studio,11/1/2022,3,Brick,,,42 m²,,Very good,Personal,D,,,,1.0,,,121.73,523.09,216.71,467.89,51.45,428.17,201.44,318.89,276.38,563.51,"Jeronýmova, Prague - Žižkov",50.086888,14.4482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 4,000","CZK 21,000",747905,2+kk,10/27/2022,1,Brick,,Standard,60 m²,Unfurnished,Very good,Personal,G,Electric boiler,,,,,,211.28,398.21,166.08,419.89,134.74,368.07,258.12,121.18,496.54,164.66,"Korunní, Prague - Vinohrady",50.07525,14.44719,,,,,Complete,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 1,000","CZK 15,000",174298,2+kk,11/1/2022,2,Brick,Over 50 years,Standard,45 m²,Partly,,Personal,,,,,,,,248.41,441.52,190.69,211.34,158.92,211.11,511.18,738.99,710.62,589.76,"Vlastislavova, Prague - Nusle",50.0651978,14.4429669,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,000","CZK 169,978",414616,Studio,11/1/2022,2,Brick,,Standard,26 m²,Unfurnished,Very good,Personal,B,Central,,,1.0,,,172.33,747.36,133.31,383.32,149.39,316.43,545.4,247.0,139.57,286.64,"Biskupcova, Prague - Žižkov",50.0917339,14.4822434,,,,,Exterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,138","CZK 8,712",,747904,1 bedroom,11/1/2022,3,,,,30 m²,Fully furnished,,,,,1.0,,1.0,,,390.19,1780.37,1158.49,1539.06,629.04,878.87,461.79,942.36,478.01,426.3,"Jeřabinová, Prague - Smíchov",50.0749239,14.359682,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,500","CZK 5,000","CZK 30,000",740636,Studio,11/15/2022,3,Brick,,,58 m²,Fully furnished,Very good,,C,,,,1.0,,,233.47,437.35,169.28,279.19,158.02,212.34,325.01,370.86,210.14,428.9,Prague - Vršovice,50.0674,14.4519,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,000","CZK 25,000",747899,2+kk,12/1/2022,6,Prefab concrete,,,41 m²,Partly,Very good,,G,,,,,,,133.49,780.61,451.33,820.58,128.84,849.93,550.91,355.81,231.72,235.06,"Hostivařská, Prague - Hostivař",50.05105,14.52633,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,900","CZK 2,500","CZK 12,900",652598,Small studio,11/4/2022,1,Brick,Up to 10 years,Luxurious,25 m²,Fully furnished,Very good,Personal,B,Other,,,,,,287.5,584.79,320.16,2168.1,319.66,602.45,386.95,404.66,1181.19,334.82,"Ke Hřišti, Prague - Čimice",50.138321,14.432798,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 48,263","CZK 16,087",,744437,4+1,12/1/2022,5,,,,118 m²,Fully furnished,,,,,,,1.0,,,10.09,941.97,67.62,646.62,248.31,375.19,227.43,495.09,1021.07,415.81,"Grafická, Prague - Smíchov",50.0722637,14.3926388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,400","CZK 3,600","CZK 36,000",747887,Studio,11/1/2022,5,Other,,,40 m²,Partly,New-build,,B,,,,1.0,1.0,,42.16,980.71,35.65,801.41,416.27,652.58,375.7,164.32,685.98,129.58,"Štěchovická, Prague - Strašnice",50.07176,14.49995,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 5,000","CZK 20,000",731640,2 bedroom,10/28/2022,1,Brick,,,57 m²,Partly,Very good,Personal,B,Central,,,,,,42.28,1333.45,38.11,1050.56,53.56,352.31,487.68,225.33,739.54,307.67,Prague - Strašnice,50.06666,14.49611,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 6,000","CZK 40,000",746533,Studio,10/20/2022,3,Brick,Up to 10 years,Luxurious,40 m²,Fully furnished,New-build,,G,Central,,,,,,413.54,744.02,401.31,592.5,438.03,733.32,542.0,902.11,1.99,407.83,"Pod Klaudiánkou, Prague - Podolí",50.05435,14.42251,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 45,000","CZK 8,500","CZK 90,000",747788,3+kk,10/26/2022,3,Brick,,,98 m²,Fully furnished,Very good,,G,,,,1.0,,,225.61,549.92,121.01,248.92,9.61,235.2,278.79,387.65,180.91,363.2,"Bílkova, Prague - Staré Město",50.09129,14.42169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 5,900","CZK 16,000",569229,3+1,11/1/2022,3,Prefab concrete,,,61 m²,Unfurnished,Very good,Personal,,Central,1.0,,,,,346.65,385.1,354.41,474.54,224.32,689.06,345.64,208.63,1503.27,188.9,"Novoborská, Prague - Prosek",50.1241793,14.5015127,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 8,500","CZK 2,500",CZK 0,683367,Small studio,12/1/2022,2,Brick,10 to 30 years,Standard,15 m²,Fully furnished,Good,Personal,G,Central,,,,,,209.16,839.76,687.0,717.08,200.67,660.61,596.35,348.29,668.79,408.31,Prague - Stodůlky,50.04951,14.32643,,,1.0,,Complete,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,500","CZK 5,000","CZK 24,500",380086,2+kk,10/22/2022,2,Brick,,,76 m²,Fully furnished,,Personal,C,,,,,,,147.18,682.76,367.88,685.45,667.12,571.0,773.92,600.1,1295.73,262.67,"Do Klukovic, Prague - Hlubočepy",50.0354278,14.3700267,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 2,000","CZK 15,000",451823,1 bedroom,11/6/2022,3,Brick,,Standard,58 m²,Partly,Very good,Personal,D,Gas boiler,,,,,,163.61,219.11,151.65,732.34,99.16,397.7,227.66,237.57,518.13,271.68,"Šumavská, Prague - Vinohrady",50.0740589,14.4437095,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000","CZK 40,000",747884,2+kk,11/1/2022,3,Other,,,44 m²,Fully furnished,New-build,,B,,,,,1.0,,42.16,980.71,35.65,801.41,416.27,652.58,375.7,164.32,685.98,129.58,"Štěchovická, Prague - Strašnice",50.07176,14.49995,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 59,408","CZK 19,802",,742058,4+1,11/8/2022,6,,,,219 m²,Fully furnished,,,,,1.0,,1.0,,,122.69,292.83,150.02,222.27,31.53,246.25,406.08,512.95,283.22,254.06,"Křižíkova a, Prague - Karlín",50.0928722,14.4500782,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,500","CZK 25,000",747039,Small studio,10/22/2022,3,Brick,Up to 10 years,,35 m²,Fully furnished,Very good,,A,Central,,,1.0,1.0,,188.38,298.81,282.93,303.83,237.42,182.23,701.51,348.52,349.72,113.85,"Jemnická, Prague - Michle",50.04898,14.45703,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,000","CZK 5,000","CZK 62,000",569318,2 bedroom,11/1/2022,2,Brick,,Luxurious,61 m²,Fully furnished,Very good,Personal,C,Distance,,,1.0,,,252.37,189.31,99.18,212.73,108.58,57.88,308.83,463.59,1208.04,275.91,"Kladenská, Prague - Vokovice",50.0963542,14.3590518,,,1.0,,Complete,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 36,675","CZK 12,225",,742243,2+kk,11/25/2022,2,,,,48 m²,Fully furnished,,,,,,,1.0,,,170.48,421.6,257.32,426.75,52.86,339.7,54.65,63.39,473.33,754.41,"Balbínova, Prague - Vinohrady",50.0795659,14.4357789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,581","CZK 8,194",,743331,Studio,12/1/2022,1,,,,28 m²,Fully furnished,,,,,,,,,,194.2,798.76,138.2,283.7,89.62,474.09,247.17,335.61,500.98,81.99,"U Zeměpisného ústavu, Prague - Bubeneč",50.1033901,14.4020568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,175","CZK 6,725",,744561,Studio,12/9/2022,2,,,,33 m²,Fully furnished,,,,,,,1.0,,,103.76,101.45,145.18,163.35,18.04,250.43,455.25,533.02,419.63,148.07,"Sokolovská, Prague - Karlín",50.0933405,14.449225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 37,620","CZK 12,540",,746650,2 bedroom,12/19/2022,7,,,,54 m²,Fully furnished,,,,,,,1.0,,,379.66,564.73,5.21,191.31,38.84,242.1,65.9,705.75,343.76,422.75,"Michalská, Prague - Staré Město",50.0846396,14.4202484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 55,000","CZK 8,000","CZK 55,000",746979,4+1,11/15/2022,2,Brick,,,135 m²,Partly,Very good,,G,,,,,,,400.01,660.41,116.64,757.12,189.52,720.7,472.58,198.74,575.52,181.44,"U Havlíčkových sadů, Prague - Vinohrady",50.07042,14.4433,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 3,500","CZK 37,000",747669,2+kk,10/26/2022,1,Brick,,,50 m²,Fully furnished,Very good,,B,,,,,,,126.86,927.75,528.62,1209.72,132.49,569.33,339.56,480.48,640.96,436.23,Prague - Záběhlice,50.05248,14.49585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,000","CZK 5,000","CZK 26,000",657825,3+kk,12/1/2022,4,Brick,,,75 m²,Fully furnished,New-build,Personal,C,Distance,,,1.0,1.0,,196.64,404.82,171.62,356.58,162.27,311.06,385.38,761.82,198.54,312.52,"Poupětova, Prague - Holešovice",50.10655,14.44765,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,000","CZK 25,000",746967,2+kk,10/21/2022,4,Brick,,,56 m²,Unfurnished,Very good,,G,,,,,,,189.88,754.26,493.13,493.85,115.89,251.95,296.59,578.41,664.4,172.09,"Počátecká, Prague - Michle",50.04359,14.45589,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,900","CZK 6,700","CZK 30,000",747834,3+kk,10/26/2022,1,Brick,,,78 m²,Partly,New-build,Personal,A,,,,1.0,1.0,,267.73,726.33,171.87,513.12,269.34,1128.42,822.15,421.92,733.09,445.26,"Na Farkáně Ⅱ, Prague - Radlice",50.05989,14.38326,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 1,500","CZK 16,500",747620,1 bedroom,11/1/2022,2,Brick,,,47 m²,Unfurnished,Very good,,G,Electric boiler,,,,,,142.69,833.14,369.92,496.18,331.67,388.96,232.07,472.46,468.74,477.07,"Slávy Horníka, Prague - Košíře",50.06828,14.36827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,900","CZK 4,000","CZK 20,000",746946,2+kk,11/1/2022,2,Prefab concrete,,,40 m²,Fully furnished,Very good,,G,,,,,,,365.21,758.94,194.77,606.48,281.27,667.93,340.68,1510.52,492.71,79.12,"Tasovská, Prague - Zličín",50.0585,14.29021,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,800","CZK 6,000","CZK 26,800",396130,2 bedroom,11/1/2022,2,Brick,,,71 m²,Fully furnished,,Personal,,,,,,,,337.46,434.02,172.22,308.47,45.11,342.61,325.63,359.28,383.78,326.12,"Letohradská, Prague - Holešovice",50.0982538,14.4264717,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 4,000","CZK 10,000",710615,2 bedroom,10/31/2022,10,Brick,,,55 m²,Unfurnished,Good,Personal,G,,,,1.0,,,336.84,925.21,402.73,355.13,146.33,290.52,475.35,697.33,1162.31,381.65,"U Krčské vodárny, Prague - Krč",50.04232,14.45218,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,800","CZK 4,000","CZK 26,000",627606,2+kk,11/1/2022,5,Brick,,Standard,55 m²,Fully furnished,Very good,Personal,B,Gas boiler,,,1.0,,,358.79,487.02,94.8,325.84,122.21,275.37,395.13,536.39,691.62,421.42,"Kubelíkova, Prague - Žižkov",50.082549,14.45155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,900","CZK 3,599","CZK 35,800",377112,2+kk,11/1/2022,3,Prefab concrete,10 to 30 years,Standard,53 m²,Partly,Very good,Personal,,Central,1.0,,1.0,,,440.63,1949.27,114.9,1623.82,1238.3,726.46,1038.23,1358.57,1062.09,87.08,"Pod Harfou, Prague - Vysočany",50.1037352,14.5093144,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 3,553","CZK 25,000",746682,2+kk,10/28/2022,2,Prefab concrete,,,48 m²,Partly,Very good,Personal,C,Central,,,1.0,,,235.85,1071.54,190.53,1017.72,185.17,827.42,562.06,602.75,795.6,129.13,"Nekvasilova, Prague - Karlín",50.09685,14.46718,,,,,Complete,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 6,000","CZK 17,000",747737,2 bedroom,10/26/2022,2,Brick,,,50 m²,Fully furnished,Very good,,G,,,,,,,274.06,285.42,255.71,512.45,226.93,219.82,720.62,334.35,640.78,406.79,"Ke Stírce, Prague - Kobylisy",50.12095,14.4608,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 4,290","CZK 16,000",238596,Studio,10/1/2021,3,Brick,,,48 m²,Partly,,Personal,,,,,,,,71.91,417.5,39.58,408.74,74.15,415.76,219.8,514.71,222.31,329.65,"Pod Vítkovem, Prague - Žižkov",50.0872487,14.4510246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,900","CZK 3,900","CZK 24,800",595683,2+kk,11/1/2022,2,Brick,,Standard,48 m²,Partly,Very good,Personal,,,,,,,,146.46,1623.37,782.64,2757.7,1791.96,2417.39,1395.19,2299.17,361.52,505.79,"Zbraslavská, Prague - Malá Chuchle",50.023614,14.393964,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 4,000","CZK 28,000",746345,2 bedroom,10/18/2022,1,Brick,,,42 m²,Partly,Good,,C,,,,,,,148.47,1621.35,780.62,2759.71,1793.98,2419.41,1393.18,2301.18,363.53,507.8,Prague - Malá Chuchle,50.02361,14.39405,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,990","CZK 3,101","CZK 23,091",747738,2+kk,10/30/2022,3,Other,,,48 m²,Unfurnished,New-build,Personal,G,,1.0,,1.0,1.0,,15.44,301.54,372.97,1389.85,333.26,1224.79,673.39,899.59,942.83,304.0,"náměstí Olgy Scheinpflugové, Prague - Hlubočepy",50.02973333333,14.36168555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 23,091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 6,000","CZK 44,000",747118,2+kk,11/1/2022,2,Brick,,,63 m²,Fully furnished,New-build,,B,,,,1.0,1.0,,243.64,1891.49,1383.28,1884.15,1248.1,1341.77,585.45,1539.34,1461.95,154.44,"U Zátiší, Prague - Hodkovičky",50.02104,14.41368,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
