Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,EPC,Floor space,Fully furnished,Condition,Building type,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Ownership,Heating,Age,New-build,Parking,Cellar,Lift,Designe,Reconstruction,Balkón 4 m²,Garage,Sklep 2 m²,Balkón 5 m²,Lodžie 4 m²,Lodžie 3 m²,Sklep 5 m²,Balkón 6 m²,Balkón 4.21 m²,Sklep 3 m²,Sklep 1 m²,Domácí mazlíčci vítáni,Lodžie 6 m²,Balkón 2 m²,Balkón 1 m²,Balkón 10 m²,Balcony,Terrace,Terasa 5 m²,Sklep 36 m²,Sklep 7 m²,Terasa 20 m²,Terasa 8 m²,Terasa 25 m²,Balkón 7 m²,Sklep 4 m²,Balkón 40 m²,Terasa 50 m²,Sklep 6.1 m²,Lodžie 7 m²,Terasa 40 m²,Terasa 12 m²,Terasa 15 m²,Administrative fee,Enclosed balcony,Terasa 36 m²,Balkón 11 m²,Terasa 14 m²,Sklep 6 m²,Balkón 3 m²,Terasa 100 m²,Balkón 0 m²,Sklep 10 m²,Lodžie 10 m²,Terasa 60 m²,Terasa 7 m²,Balkón 72 m²,Balkón 8 m²,Sklep 1.5 m²,Lodžie 10.8 m²,Sklep 3.6 m²,Balkón 14 m²,Terasa 49 m²,Terasa 28 m²,Balkón 3.7 m²,Terasa 16 m²,Lodžie 16 m²,Terasa 37 m²,Lodžie 5 m²,Lodžie 9 m²,Balkón 9 m²,Balkón 18 m²,Lodžie 18 m²,Terasa 18 m²,Terasa 22 m²,Terasa 6 m²,Sklep 8 m²,Terasa 29 m²,Terasa 3.1 m²,Terasa 35 m²,Balkón 1.5 m²,Sklep 2.8 m²,Balkón 90 m²,Sklep 2.5 m²,Lodžie 8.2 m²,Terasa 11 m²,Terasa 34 m²,Lodžie 8 m²,Balkón 50 m²,Lodžie 12 m²,Sklep 20 m²,Lodžie 2 m²,Terasa 21 m²,Terasa 9 m²,Balkón 13 m²,Balkón 15 m²,Sklep 2.9 m²,Balkón 2.3 m²,Balkón 60 m²,Sklep 10.1 m²,Plot type,Sklep 12 m²,Balkón 12 m²,Terasa 30 m²,Balkón 20 m²,Terasa 80 m²,Terasa 66 m²,Sklep 9 m²,Terasa 13 m²,Terasa 3 m²,Lodžie 4.5 m²,Balkón 16 m²,Plot space,Terasa 10 m²,Balkón 3.5 m²,Terasa 9.8 m²,Terasa 78 m²,Terasa 2 m²,Lodžie 15 m²,Lodžie 7.1 m²,Lodžie 20 m²,Balkón 29 m²,Terasa 70 m²,Terasa 300 m²,Balkón 2.6 m²,Lodžie 6.1 m²,Terasa 32 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 200 m²,Sklep 6.4 m²
"CZK 22,500","CZK 7,500",,750753,2+kk,1/1/2023,4,,47 m²,Fully furnished,,,133.24,792.15,331.59,665.81,185.39,534.06,926.72,304.34,569.85,332.88,"Na Valentince, Prague - Smíchov",50.0674974,14.4079133,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 39,750","CZK 13,250",,749030,2+kk,11/28/2022,7,,85 m²,Fully furnished,,,169.08,367.08,43.61,764.11,102.42,664.54,336.21,309.35,459.44,272.25,"Máchova, Prague - Vinohrady",50.072329,14.4425286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 10,000",,752900,2 bedroom,1/6/2023,2,,50 m²,Fully furnished,,,153.56,470.42,120.26,269.32,119.55,286.64,325.43,408.05,238.94,203.1,"U Obecního dvora, Prague - Staré Město",50.0911861,14.4228786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 4,000","CZK 50,000",752887,2 bedroom,12/1/2022,4,G,72 m²,Partly,Very good,Other,147.84,1245.41,482.69,1449.7,239.19,902.83,651.33,1312.53,232.88,32.4,Prague - Střešovice,50.09311,14.37049,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,250","CZK 8,750",,752125,2+kk,1/8/2023,2,,52 m²,Fully furnished,,,251.39,728.45,277.26,504.01,260.64,471.88,613.41,563.2,697.66,628.8,"U Křížku, Prague - Nusle",50.0628362,14.447815,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,900","CZK 3,900",CZK 0,530409,2+kk,12/1/2022,5,B,65 m²,Partly,New-build,Brick,383.56,1616.86,451.61,1388.28,530.82,1552.86,1294.85,1501.75,623.02,111.79,"Kolbenova, Prague - Vysočany",50.1128249,14.5149772,Personal,Distance,Up to 10 years,1.0,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,600","CZK 4,600","CZK 19,200",698963,2+kk,1/1/2023,1,G,52 m²,Partly,Very good,Brick,235.04,500.72,116.42,389.26,193.65,460.34,148.41,362.16,43.98,212.16,"Zákostelní, Prague - Vysočany",50.10966,14.50593,Personal,Gas boiler,,,,,,Standard,Interior,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,100","CZK 3,700",,748697,1 bedroom,12/1/2022,5,,80 m²,Fully furnished,,,113.8,339.96,97.8,888.62,130.7,708.04,240.3,257.58,514.15,165.05,"Voskovcova, Prague - Hlubočepy",50.0299891,14.3690326,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,700","CZK 36,000",211993,2+kk,11/18/2022,2,B,60 m²,Fully furnished,New-build,Brick,137.82,300.56,166.95,142.66,175.83,196.03,557.81,760.45,367.97,227.82,Prague - Vysočany,50.1113242,14.4992506,Personal,Distance,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,550","CZK 1,800","CZK 22,500",718496,2+kk,12/1/2022,2,G,50 m²,Partly,Very good,Brick,306.06,759.0,371.18,685.09,299.84,778.57,448.11,332.65,603.09,213.49,"Ruská, Prague - Vršovice",50.07294,14.46445,Personal,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 37,425","CZK 12,475",,750648,2+kk,12/16/2022,2,,61 m²,Fully furnished,,,170.48,421.6,257.32,426.75,52.86,339.7,54.65,63.39,473.33,754.41,"Balbínova, Prague - Vinohrady",50.0795659,14.4357789,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,500","CZK 30,000",660950,Studio,10/1/2022,1,D,37 m²,Fully furnished,Very good,Brick,58.78,415.44,123.63,280.09,0.14,348.3,97.19,129.32,470.2,310.79,"Soukenická, Prague - Nové Město",50.09157,14.43123,Personal,Distance,,,1.0,,1.0,Standard,Interior,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,900","CZK 3,366","CZK 20,000",731312,Studio,11/23/2022,1,G,30 m²,Fully furnished,New-build,Brick,176.41,649.83,330.27,562.13,263.45,522.46,374.06,579.0,711.15,324.72,Prague - Michle,50.05069,14.45507,Personal,,,1.0,,,1.0,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 3,000","CZK 11,000",751572,Small studio,11/21/2022,1,G,29 m²,Partly,Good,Brick,268.88,708.36,282.12,474.66,360.53,595.73,717.28,586.87,785.89,318.57,"Irkutská, Prague - Vinohrady",50.0751,14.48498,,,Over 50 years,,1.0,,,Standard,Interior,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,375","CZK 8,125",,745022,Studio,12/12/2022,1,,35 m²,Fully furnished,,,237.21,722.71,270.23,1114.48,162.06,485.4,549.42,612.82,571.2,287.12,"U Nikolajky, Prague - Smíchov",50.0656652,14.3917771,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 37,425","CZK 12,475",,750646,2+kk,12/24/2022,3,,60 m²,Fully furnished,,,170.48,421.6,257.32,426.75,52.86,339.7,54.65,63.39,473.33,754.41,"Balbínova, Prague - Vinohrady",50.0795659,14.4357789,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,720","CZK 6,240",,752373,Studio,1/20/2023,3,,39 m²,Fully furnished,,,242.97,1059.53,532.12,754.98,540.99,522.56,564.78,643.33,1692.44,108.38,"Pod Stolovou Horou, Prague - Jinonice",50.0563948,14.3470542,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000","CZK 20,000",666151,Studio,12/1/2022,2,C,36 m²,Fully furnished,New-build,Brick,254.64,890.3,384.28,860.86,222.42,868.7,598.97,919.34,487.85,108.31,Prague - Stodůlky,50.038464,14.3329247,Personal,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,000","CZK 7,000","CZK 30,000",520751,3+kk,1/1/2023,3,,88 m²,Fully furnished,,Brick,423.07,708.67,556.97,737.33,347.38,527.58,757.36,484.41,556.26,70.62,"K Zahrádkám, Prague - Stodůlky",50.0495958,14.3320628,Personal,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,000","CZK 4,500","CZK 26,000",545125,2+kk,12/1/2022,5,A,66 m²,Partly,New-build,Brick,281.0,1064.46,231.94,1003.46,233.51,829.55,539.91,570.68,788.51,161.02,"Nekvasilova, Prague - Karlín",50.0967737,14.4676769,Personal,Distance,Up to 10 years,1.0,1.0,,1.0,Luxurious,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 5,000","CZK 25,000",544467,2+kk,12/1/2022,1,,75 m²,Fully furnished,,Brick,358.39,369.74,340.03,596.78,311.26,304.14,804.95,418.68,725.1,491.12,"U Třešňovky, Prague - Kobylisy",50.1212319,14.4612818,Personal,,Up to 10 years,1.0,1.0,1.0,1.0,Luxurious,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,722","CZK 1,350","CZK 25,000",750719,2 bedroom,11/13/2022,3,G,50 m²,Partly,Very good,Brick,117.42,680.09,418.78,584.73,107.71,176.21,387.47,504.24,590.23,262.97,"Třeboňská, Prague - Michle",50.04361,14.45668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 49,500","CZK 16,500",,751106,2 bedroom,11/28/2022,6,,160 m²,Fully furnished,,,378.41,424.44,160.64,353.94,178.02,209.44,330.47,847.09,220.58,277.38,"Sochařská, Prague - Bubeneč",50.1019195,14.4242685,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 10,000",,744187,2 bedroom,1/1/2023,3,,42 m²,Fully furnished,,,152.25,672.65,40.42,444.62,81.03,447.64,262.25,308.06,547.1,276.36,"Slovinská, Prague - Vršovice",50.0716124,14.4594622,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,500","CZK 3,700","CZK 12,000",21659,1 bedroom,12/1/2022,1,B,40 m²,Partly,New-build,Brick,190.65,1073.95,570.24,1203.78,161.87,822.5,433.92,568.51,1069.53,486.32,"Ďáblická, Prague - Kobylisy",50.134114156868,14.477190971421,Personal,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 3,000","CZK 22,000",752828,Studio,11/23/2022,1,B,35 m²,Fully furnished,Very good,Brick,63.97,984.56,106.94,620.9,192.3,609.75,301.93,276.53,992.12,75.85,"U Libušiných lázní, Prague - Nusle",50.05626,14.44208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000",CZK 500,"CZK 35,000",752709,2 bedroom,1/1/2023,4,G,57 m²,Fully furnished,Very good,Brick,277.01,385.59,205.64,744.39,192.43,511.11,239.78,265.26,436.37,222.89,"Lužická, Prague - Vinohrady",50.07363,14.4449,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 2,700","CZK 30,000",752659,Studio,11/22/2022,3,A,31 m²,Fully furnished,New-build,Prefab concrete,58.52,1253.88,667.81,1377.07,400.72,515.98,653.42,623.94,409.38,385.51,"K Vystrkovu, Prague - Modřany",49.99955,14.40727,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,000","CZK 2,600","CZK 54,000",743359,2+kk,10/23/2022,3,B,47 m²,Fully furnished,New-build,Low-energy,97.82,723.65,68.62,476.74,483.23,302.59,624.16,404.75,364.74,374.2,"Na Palouku, Prague - Strašnice",50.080652298652,14.487385855937,,Central,,1.0,1.0,,1.0,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,425","CZK 6,475",,744561,Studio,12/9/2022,2,,33 m²,Fully furnished,,,103.76,101.45,145.18,163.35,18.04,250.43,455.25,533.02,419.63,148.07,"Sokolovská, Prague - Karlín",50.0933405,14.449225,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 46,530","CZK 15,510",,746227,2 bedroom,12/18/2022,2,,48 m²,Fully furnished,,,158.42,248.82,154.82,246.13,112.68,264.3,390.21,408.3,154.53,114.55,"Řásnovka, Prague - Staré Město",50.0918754,14.4250902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,500","CZK 20,000",752721,2+kk,11/22/2022,3,G,54 m²,Partly,Very good,Brick,325.63,279.64,115.51,2177.18,130.11,325.04,2.2,206.21,1466.61,480.39,"Školní, Prague - Braník",50.03722,14.41341,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,000","CZK 6,500","CZK 67,000",752803,3+kk,12/1/2022,2,G,75 m²,Partly,Very good,Other,240.14,1010.06,77.35,818.06,101.05,337.58,634.67,369.92,776.77,417.85,"Bořanovická, Prague - Kobylisy",50.12775,14.45875,Personal,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,000","CZK 1,900","CZK 105,000",743821,4+kk,11/14/2022,2,G,87 m²,Partly,Very good,Brick,68.1,817.1,73.51,77.08,53.15,156.75,138.0,1144.75,168.73,373.76,"Pod Baštami, Prague - Hradčany",50.09666,14.40395,,,,,,,1.0,Luxurious,Complete,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 34,898","CZK 11,632",,744188,2 bedroom,12/5/2022,4,,90 m²,Fully furnished,,,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,500","CZK 10,500",,746228,2 bedroom,12/17/2022,3,,75 m²,Fully furnished,,,286.21,293.35,195.84,193.77,92.11,378.02,243.35,1039.65,522.33,334.73,"Čechova, Prague - Bubeneč",50.1016621,14.4210737,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,755","CZK 10,585",,748212,Studio,12/29/2022,2,,40 m²,Fully furnished,,,365.89,714.56,141.36,315.52,154.06,178.65,342.86,800.84,229.17,205.89,"Šaldova, Prague - Karlín",50.0925214,14.4555801,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,750","CZK 11,250",,748838,1 bedroom,1/2/2023,3,,45 m²,Fully furnished,,,153.03,376.72,146.99,646.6,45.07,502.75,147.12,62.23,673.09,485.89,"Jana Masaryka, Prague - Vinohrady",50.0723321,14.4399493,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,900","CZK 9,300",,748676,2+kk,1/1/2023,5,,55 m²,Fully furnished,,,220.44,310.2,46.98,184.65,155.87,218.79,202.06,484.54,495.63,451.38,"Ovenecká, Prague - Holešovice",50.0984636,14.4253146,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,750","CZK 7,250",,748687,2+kk,1/1/2023,3,,56 m²,Fully furnished,,,70.48,651.68,120.37,158.26,122.08,195.97,124.22,455.88,648.75,501.88,"Klapkova, Prague - Kobylisy",50.1234603,14.456174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 36,375","CZK 12,125",,747667,3+kk,12/25/2022,4,,79 m²,Fully furnished,,,325.99,599.06,10.69,489.3,51.0,359.95,315.04,78.83,255.47,309.72,"Polská, Prague - Vinohrady",50.0787721,14.4457646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 41,250","CZK 13,750",,747658,2 bedroom,11/28/2022,3,,85 m²,Fully furnished,,,191.57,753.62,69.97,330.93,13.61,374.53,239.9,389.11,372.07,326.14,"Štěpánská, Prague - Nové Město",50.0782592,14.4248942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 67,500","CZK 22,500",,749179,2+kk,1/5/2023,2,,80 m²,Fully furnished,,,274.07,261.46,65.61,274.11,3.42,231.7,167.97,826.31,138.1,413.86,"Opletalova, Prague - Nové Město",50.0825968,14.43116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 32,250","CZK 10,750",,748836,Studio,1/2/2023,4,,27 m²,Fully furnished,,,275.28,321.52,72.5,617.26,60.27,467.19,25.57,60.76,793.43,562.96,"Americká, Prague - Vinohrady",50.0717643,14.4385436,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 56,250","CZK 18,750",,749103,2 bedroom,1/4/2023,3,,82 m²,Fully furnished,,,153.03,376.72,146.99,646.6,45.07,502.75,147.12,62.23,673.09,485.89,"Jana Masaryka, Prague - Vinohrady",50.0723321,14.4399493,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,800","CZK 6,600",,748672,Studio,1/1/2023,3,,30 m²,Fully furnished,,,220.86,384.75,80.85,372.42,45.38,284.39,180.4,189.9,493.32,271.12,"Ondříčkova, Prague - Žižkov",50.0793603,14.4488049,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 32,400","CZK 10,800",,746224,2 bedroom,12/17/2022,5,,65 m²,Fully furnished,,,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
