Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,EPC,Floor space,Fully furnished,Condition,Building type,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Ownership,Heating,Age,New-build,Parking,Cellar,Lift,Designe,Reconstruction,Balkón 4 m²,Garage,Sklep 2 m²,Balkón 5 m²,Lodžie 4 m²,Lodžie 3 m²,Sklep 5 m²,Balkón 6 m²,Balkón 4.21 m²,Sklep 3 m²,Sklep 1 m²,Domácí mazlíčci vítáni,Lodžie 6 m²,Balkón 2 m²,Balkón 1 m²,Balkón 10 m²,Balcony,Terrace,Terasa 5 m²,Sklep 36 m²,Sklep 7 m²,Terasa 20 m²,Terasa 8 m²,Terasa 25 m²,Balkón 7 m²,Sklep 4 m²,Balkón 40 m²,Terasa 50 m²,Sklep 6.1 m²,Lodžie 7 m²,Terasa 40 m²,Terasa 12 m²,Terasa 15 m²,Administrative fee,Enclosed balcony,Terasa 36 m²,Balkón 11 m²,Terasa 14 m²,Sklep 6 m²,Balkón 3 m²,Terasa 100 m²,Balkón 0 m²,Sklep 10 m²,Lodžie 10 m²,Terasa 60 m²,Terasa 7 m²,Balkón 72 m²,Balkón 8 m²,Sklep 1.5 m²,Lodžie 10.8 m²,Sklep 3.6 m²,Balkón 14 m²,Terasa 49 m²,Terasa 28 m²,Balkón 3.7 m²,Terasa 16 m²,Lodžie 16 m²,Terasa 37 m²,Lodžie 5 m²,Lodžie 9 m²,Balkón 9 m²,Balkón 18 m²,Lodžie 18 m²,Terasa 18 m²,Terasa 22 m²,Terasa 6 m²,Sklep 8 m²,Terasa 29 m²,Terasa 3.1 m²,Terasa 35 m²,Balkón 1.5 m²,Sklep 2.8 m²,Balkón 90 m²,Sklep 2.5 m²,Lodžie 8.2 m²,Terasa 11 m²,Terasa 34 m²,Lodžie 8 m²,Balkón 50 m²,Lodžie 12 m²,Sklep 20 m²,Lodžie 2 m²,Terasa 21 m²,Terasa 9 m²,Balkón 13 m²,Balkón 15 m²,Sklep 2.9 m²,Balkón 2.3 m²,Balkón 60 m²,Sklep 10.1 m²,Plot type,Sklep 12 m²,Balkón 12 m²,Terasa 30 m²,Balkón 20 m²,Terasa 80 m²,Terasa 66 m²,Sklep 9 m²,Terasa 13 m²,Terasa 3 m²,Lodžie 4.5 m²,Balkón 16 m²,Plot space,Terasa 10 m²,Balkón 3.5 m²,Terasa 9.8 m²,Terasa 78 m²,Terasa 2 m²,Lodžie 15 m²,Lodžie 7.1 m²,Lodžie 20 m²,Balkón 29 m²,Terasa 70 m²,Terasa 300 m²,Balkón 2.6 m²,Lodžie 6.1 m²,Terasa 32 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 200 m²,Sklep 6.4 m²
"CZK 18,000","CZK 4,130","CZK 36,000",748325,2+kk,11/1/2022,5,B,54 m²,Fully furnished,Very good,Other,83.28,1823.3,985.98,1582.16,330.25,1229.82,677.62,1290.96,1196.48,599.75,"Mezi Vodami, Prague - Modřany",50.01296,14.40134,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
"CZK 15,000","CZK 4,700","CZK 20,000",631431,Small studio,11/1/2022,12,B,30 m²,Fully furnished,Very good,Prefab concrete,294.24,485.74,441.44,547.57,164.34,424.59,465.63,309.88,395.87,57.83,"Bítovská, Prague - Michle",50.045213,14.456092,Personal,Distance,Up to 10 years,,,,1.0,Luxurious,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 1,000","CZK 42,000",748261,2+kk,10/30/2022,1,B,56 m²,Partly,New-build,Other,249.44,775.46,296.54,454.56,346.44,471.4,754.24,623.73,388.52,189.67,"Počernická, Prague - Strašnice",50.07918,14.48536,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,000","CZK 15,000",746247,1 bedroom,11/1/2022,1,G,45 m²,Partly,Good,Brick,7.86,758.59,156.4,454.01,26.06,422.54,691.8,859.05,241.9,404.26,Prague - Holešovice,50.10481,14.45562,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 2,500","CZK 15,500",185067,Studio,11/1/2022,2,,38 m²,Partly,,Brick,90.2,773.78,36.46,258.33,107.26,821.87,246.69,341.77,716.23,248.88,"Jivenská, Prague - Michle",50.059974,14.4505199,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 5,000","CZK 26,000",748242,3+1,10/30/2022,3,B,78 m²,Fully furnished,Good,Low-energy,442.67,1565.03,308.03,1557.68,804.05,517.2,342.47,108.55,701.73,262.84,"Imrychova, Prague - Kamýk",50.01374,14.43016,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
"CZK 19,900",CZK 0,"CZK 39,000",485021,2+kk,11/25/2022,4,,51 m²,Fully furnished,,Brick,62.74,418.14,146.96,177.29,65.09,282.95,372.54,441.17,296.73,259.29,Prague - Vršovice,50.0676629,14.4583602,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 3,892","CZK 24,000",731882,2+kk,8/31/2022,1,G,80 m²,Partly,Very good,Low-energy,405.6,1464.68,497.77,1080.01,146.99,1119.79,1146.85,267.71,674.66,28.68,Prague - Liboc,50.08978,14.33119,,Central,Up to 10 years,,,1.0,1.0,Standard,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,500","CZK 3,800","CZK 12,000",747463,Small studio,10/25/2022,4,G,21 m²,Fully furnished,Very good,Brick,180.24,561.73,109.12,301.5,0.46,241.06,390.47,969.32,291.58,421.06,Prague - Karlín,50.09458,14.45509,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,500","CZK 4,000","CZK 26,500",685106,Studio,11/1/2022,5,B,33 m²,Fully furnished,New-build,Brick,114.38,989.04,22.52,9.61,23.07,30.73,352.74,549.13,398.64,398.33,"Horská, Prague - Nové Město",50.06662,14.42307,Personal,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 5,000","CZK 20,000",748187,3+1,12/1/2022,8,G,85 m²,Partly,Good,Prefab concrete,295.99,1387.26,288.89,1322.47,196.37,544.47,184.59,421.81,481.75,131.87,"Děčínská, Prague - Střížkov",50.12565,14.48266,,Distance,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,000","CZK 7,500","CZK 56,000",746504,2+kk,10/20/2022,3,G,50 m²,Fully furnished,New-build,Other,413.54,744.02,401.31,592.5,438.03,733.32,542.0,902.11,1.99,407.83,"Pod Klaudiánkou, Prague - Podolí",50.05435,14.42251,,Central,,1.0,1.0,,1.0,Luxurious,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
"CZK 17,000","CZK 5,000","CZK 17,000",644577,2+kk,1/1/2023,3,G,47 m²,Partly,Very good,Brick,97.0,699.73,116.13,438.2,109.45,514.06,207.44,189.89,327.37,346.5,"Kodaňská, Prague - Vršovice",50.07024,14.461336,Personal,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,857","CZK 4,300","CZK 49,714",714225,Studio,10/14/2022,6,D,39 m²,Fully furnished,Very good,Brick,135.82,343.32,168.96,378.88,114.68,260.62,313.3,627.62,231.5,535.35,"Washingtonova, Prague - Nové Město",50.080550474458,14.430927343016,Personal,Electric boiler,Over 50 years,,,,1.0,Standard,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,588","CZK 5,600","CZK 61,198",714221,2+kk,9/15/2022,2,D,42 m²,Fully furnished,Very good,Brick,114.97,322.47,148.11,358.42,93.83,239.77,292.45,648.47,210.65,514.5,"Washingtonova, Prague - Nové Město",50.080715418652,14.431066350791,Personal,Electric boiler,Over 50 years,,,,1.0,Standard,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,464","CZK 4,300","CZK 50,928",719023,Studio,10/15/2022,6,G,34 m²,Fully furnished,Very good,Brick,123.62,331.12,156.76,367.07,102.48,248.42,301.1,639.82,219.3,523.15,"Washingtonova, Prague - Nové Město",50.08065,14.431,Personal,Electric boiler,Over 50 years,,,,1.0,Standard,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,690","CZK 4,300","CZK 43,380",747307,Studio,11/30/2022,2,D,32 m²,Fully furnished,Very good,Brick,89.34,325.18,164.01,204.47,66.92,89.63,146.08,352.5,546.1,468.33,"Petrská, Prague - Nové Město",50.0919,14.43588,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 3,000","CZK 23,000",600303,2+kk,11/1/2022,4,A,60 m²,Fully furnished,Very good,Brick,209.59,223.23,37.16,194.83,38.85,132.16,95.36,317.71,278.11,367.81,"Štítného, Prague - Žižkov",50.085184,14.452429,Personal,,Up to 10 years,,,,1.0,Standard,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 4,000","CZK 29,000",744591,2+kk,10/10/2022,,D,46 m²,Fully furnished,Very good,Prefab concrete,,,,,,,,,,,"K Sádkám, Prague - Velká Chuchle",50.00298,14.39651,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,
"CZK 16,000","CZK 3,500","CZK 30,000",662820,Studio,10/1/2022,1,G,43 m²,Partly,New-build,Brick,426.71,1033.48,242.4,1012.54,635.67,576.3,533.04,449.67,1259.73,70.72,"Zakšínská, Prague - Střížkov",50.13041,14.49516,Personal,,,,,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 5,000","CZK 28,000",742680,2 bedroom,9/28/2022,3,,51 m²,Unfurnished,Good,Brick,183.66,607.6,91.73,145.2,267.7,898.45,78.38,668.7,484.97,54.56,Prague - Libeň,50.1055,14.48385,Cooperative,Central,,,,1.0,1.0,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 2,900","CZK 25,000",93167,2+kk,2/28/2023,4,,52 m²,Partly,Very good,Brick,141.21,722.51,264.02,196.8,177.36,236.9,393.73,220.08,442.69,405.61,"Křišťanova, Prague - Žižkov",50.0813858691,14.4591128826,Personal,Gas boiler,,,,,1.0,Standard,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 6,700","CZK 38,000",747186,2 bedroom,10/23/2022,2,,71 m²,Partly,Good,Brick,37.74,236.4,6.73,610.97,20.66,718.2,160.9,205.29,900.71,355.08,"Plzeňská, Prague - Košíře",50.07047,14.37912,Personal,,,,1.0,,,Standard,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 40,000","CZK 8,000","CZK 48,000",747187,3+kk,10/23/2022,2,G,100 m²,Partly,New-build,Brick,386.61,1286.25,952.89,1221.08,892.99,1263.17,838.67,578.04,2240.18,434.33,Prague - Troja,50.12552,14.40322,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 6,500","CZK 23,000",747185,4+kk,10/23/2022,1,G,88 m²,Fully furnished,Good,Brick,19.15,1575.36,340.66,1492.83,228.51,697.23,1048.18,1280.15,855.13,676.18,Prague - Krč,50.03132,14.44843,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 1,500","CZK 34,000",742333,2+kk,9/26/2022,1,G,40 m²,Unfurnished,Very good,Brick,110.01,892.87,260.38,529.22,75.69,493.14,420.73,311.25,670.77,229.29,Prague - Nusle,50.05551,14.44094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,900","CZK 5,850","CZK 19,900",747149,3+kk,11/15/2022,4,G,71 m²,Partly,Very good,Brick,111.66,613.25,292.68,710.79,247.41,147.33,348.1,814.57,486.7,173.65,"Šumperská, Prague - Letňany",50.13798,14.50964,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 5,000","CZK 20,000",747140,Studio,10/28/2022,3,G,37 m²,Fully furnished,Good,Brick,363.34,412.84,627.46,866.82,328.19,364.08,487.25,662.6,687.59,124.99,"Stará náves, Prague - Letňany",50.13949,14.51345,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,800","CZK 20,000",746089,3+kk,10/17/2022,2,G,45 m²,Fully furnished,Good,Brick,159.4,322.07,148.98,275.16,173.97,209.67,101.95,673.74,157.65,551.83,"Umělecká, Prague - Holešovice",50.10187,14.428,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 4,870","CZK 39,000",748090,3+kk,11/1/2022,6,B,63 m²,Partly,Under construction,Prefab concrete,131.02,184.4,135.18,241.91,101.88,452.7,430.42,272.63,464.3,209.19,"Mendelova, Prague - Háje",50.03234,14.53293,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 6,000","CZK 26,000",747116,3+1,11/1/2022,2,A,77 m²,Fully furnished,Good,Prefab concrete,300.49,387.0,202.63,359.49,434.35,413.28,765.58,190.39,1011.35,195.32,"Nad Lesním divadlem, Prague - Braník",50.02536,14.43833,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 2,000","CZK 17,000",718899,2+kk,6/1/2022,1,G,52 m²,Partly,Very good,Brick,128.93,922.77,528.06,1098.15,622.04,962.67,454.62,83.66,430.68,358.04,"Pod Hybšmankou, Prague - Smíchov",50.07538,14.37513,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,500","CZK 19,500",747071,2 bedroom,10/22/2022,1,F,47 m²,Partly,Good,Brick,319.7,661.72,196.57,456.8,233.29,651.71,426.77,945.47,182.73,272.12,"Nad Ostrovem, Prague - Podolí",50.05418,14.42091,Personal,,,,1.0,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 4,877","CZK 25,000",569398,2 bedroom,12/1/2022,4,,55 m²,Fully furnished,,Brick,236.07,50.81,24.88,346.34,68.6,215.44,75.18,146.89,742.92,767.55,"Bruselská, Prague - Vinohrady",50.0725767,14.4357303,Personal,,,,,,1.0,,Complete,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 3,800","CZK 40,000",747168,2+kk,12/1/2022,3,C,50 m²,Fully furnished,New-build,Brick,106.39,1031.64,62.02,489.56,102.35,469.58,272.31,414.34,298.59,124.25,"U Svobodárny, Prague - Libeň",50.10581,14.48876,Personal,Central,Up to 10 years,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,990","CZK 2,784","CZK 23,774",747960,2 bedroom,11/26/2022,3,D,70 m²,Unfurnished,Very good,Brick,338.98,901.45,135.2,411.92,102.21,184.54,539.34,1011.43,374.86,875.19,"U smaltovny, Prague - Holešovice",50.10317805555,14.43564805555,Personal,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 23,774",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 8,000","CZK 2,000",CZK 0,729860,Small studio,11/21/2022,3,G,12 m²,Fully furnished,New-build,Brick,63.56,2382.3,502.13,2085.54,453.16,1020.53,1623.0,348.67,951.91,676.91,Prague - Břevnov,50.07573,14.33054,,,Up to 10 years,,1.0,,,Standard,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 5,500","CZK 20,000",747928,2+kk,10/27/2022,1,C,49 m²,Fully furnished,Very good,Brick,221.63,1067.53,189.91,1164.56,528.9,1100.2,735.32,587.2,842.06,517.89,"Boloňská, Prague - Horní Měcholupy",50.04838,14.55874,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 45,000","CZK 8,500","CZK 90,000",747788,3+kk,10/26/2022,3,G,98 m²,Fully furnished,Very good,Brick,225.61,549.92,121.01,248.92,9.61,235.2,278.79,387.65,180.91,363.2,"Bílkova, Prague - Staré Město",50.09129,14.42169,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,000","CZK 5,000","CZK 62,000",569318,2 bedroom,11/1/2022,2,C,61 m²,Fully furnished,Very good,Brick,252.37,189.31,99.18,212.73,108.58,57.88,308.83,463.59,1208.04,275.91,"Kladenská, Prague - Vokovice",50.0963542,14.3590518,Personal,Distance,,,1.0,1.0,1.0,Luxurious,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,900","CZK 4,000","CZK 20,000",746946,2+kk,11/1/2022,2,G,40 m²,Fully furnished,Very good,Prefab concrete,365.21,758.94,194.77,606.48,281.27,667.93,340.68,1510.52,492.71,79.12,"Tasovská, Prague - Zličín",50.0585,14.29021,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,990","CZK 3,101","CZK 22,091",747738,2+kk,11/26/2022,3,G,48 m²,Unfurnished,New-build,Other,15.44,301.54,372.97,1389.85,333.26,1224.79,673.39,899.59,942.83,304.0,"náměstí Olgy Scheinpflugové, Prague - Hlubočepy",50.02973333333,14.36168555555,Personal,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"CZK 22,091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 6,000","CZK 44,000",747118,2+kk,11/1/2022,2,B,63 m²,Fully furnished,New-build,Brick,243.64,1891.49,1383.28,1884.15,1248.1,1341.77,585.45,1539.34,1461.95,154.44,"U Zátiší, Prague - Hodkovičky",50.02104,14.41368,,,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,990","CZK 3,101","CZK 22,091",747735,2+kk,11/26/2022,4,G,48 m²,Unfurnished,New-build,Other,15.44,301.54,372.97,1389.85,333.26,1224.79,673.39,899.59,942.83,304.0,"náměstí Olgy Scheinpflugové, Prague - Hlubočepy",50.02973333333,14.36168555555,Personal,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"CZK 22,091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 1,900","CZK 19,000",713119,2+kk,1/2/2023,1,C,58 m²,Partly,New-build,Brick,62.93,91.41,100.95,111.19,111.49,98.49,117.88,498.31,841.9,219.5,"Karlovo náměstí, Prague - Nové Město",50.0758076,14.419087,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
