Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Ownership,Heating,Designe,Floor space,Fully furnished,Floor,Building type,Reconstruction,Parking,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,EPC,Condition,Sklep 2 m²,Garage,Lodžie 7 m²,Lift,Age,Balkón 5 m²,Sklep 5 m²,New-build,Balkón 4 m²,Sklep 3 m²,Sklep 20 m²,Balkón 3 m²,Terrace,Sklep 4 m²,Lodžie 4 m²,Domácí mazlíčci vítáni,Balcony,Terasa 50 m²,Balkón 6 m²,Lodžie 2 m²,Terasa 21 m²,Sklep 1 m²,Balkón 2 m²,Balkón 8 m²,Terasa 9 m²,Terasa 11 m²,Terasa 16 m²,Lodžie 16 m²,Lodžie 6 m²,Sklep 10 m²,Sklep 8 m²,Terasa 100 m²,Cellar,Sklep 6 m²,Lodžie 3 m²,Terasa 14 m²,Balkón 10 m²,Terasa 20 m²,Balkón 1 m²,Balkón 7 m²,Balkón 13 m²,Balkón 40 m²,Administrative fee,Balkón 15 m²,Sklep 2.5 m²,Enclosed balcony,Lodžie 10.8 m²,Sklep 3.6 m²,Terasa 27 m²,Balkón 3.7 m²,Lodžie 5 m²,Terasa 8 m²,Terasa 40 m²,Balkón 11 m²,Terasa 15 m²,Balkón 54 m²,Lodžie 8 m²,Sklep 2.9 m²,Balkón 50 m²,Terasa 12 m²,Balkón 2.3 m²,Terasa 10 m²,Lodžie 10 m²,Sklep 9 m²,Terasa 6 m²,Balkón 2.1 m²,Terasa 44 m²,Terasa 35 m²,Balkón 60 m²,Terasa 60 m²,Sklep 10.1 m²,Terasa 7 m²,Lodžie 8.2 m²,Terasa 36 m²,Terasa 34 m²,Sklep 7 m²,Plot type,Sklep 12 m²,Balkón 12 m²,Terasa 30 m²,Terasa 5 m²,Balkón 20 m²,Terasa 80 m²,Terasa 66 m²,Terasa 13 m²,Terasa 28 m²,Balkón 3.2 m²,Terasa 3 m²,Lodžie 4.5 m²,Balkón 16 m²,Balkón 9.8 m²,Sklep 1.5 m²,Plot space,Terasa 17 m²,Terasa 25 m²,Lodžie 12 m²,Balkón 3.5 m²,Balkón 33 m²,Terasa 9.8 m²,Terasa 78 m²,Terasa 2 m²,Lodžie 15 m²,Lodžie 7.1 m²,Lodžie 20 m²,Balkón 9 m²,Balkón 29 m²,Terasa 49 m²,Terasa 12.7 m²,Terasa 70 m²,Balkón 73 m²,Terasa 300 m²,Balkón 2.6 m²,Lodžie 6.1 m²,Terasa 32 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Lodžie 5.1 m²,Terasa 200 m²,Terasa 37 m²,Sklep 15 m²,Terasa 29 m²,Sklep 6.4 m²
"CZK 18,000","CZK 4,000","CZK 44,000",748378,2+kk,11/1/2022,Personal,,,50 m²,Partly,1,Brick,,1.0,1478.51,2152.1,1779.95,2050.57,1884.71,2089.31,1389.09,1749.38,2849.26,1483.91,Prague - Uhříněves,50.04535,14.59727,G,Very good,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 39,000","CZK 4,000","CZK 60,000",749124,2+kk,12/1/2022,,,,97 m²,Fully furnished,1,Prefab concrete,,1.0,369.53,675.99,238.75,275.74,167.88,220.23,297.1,310.66,437.22,182.32,"Košická, Prague - Vršovice",50.06895,14.44867,B,Very good,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
"CZK 36,933","CZK 5,600","CZK 73,866",672347,2+kk,10/15/2022,Personal,Electric boiler,Luxurious,51 m²,Fully furnished,3,Brick,Complete,,282.53,471.09,253.69,175.41,29.12,259.96,353.34,531.47,169.48,322.7,"Čelakovského sady, Prague - Nové Město",50.07758,14.42989,G,Very good,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 5,000","CZK 25,000",598955,2+kk,3/1/2023,Cooperative,Gas boiler,Luxurious,40 m²,Fully furnished,3,Brick,Complete,,120.0,309.21,79.91,497.45,80.84,112.44,171.65,180.36,472.76,531.66,"Vítkova, Prague - Karlín",50.092,14.44453,E,Very good,,,,,Up to 10 years,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 4,500","CZK 23,000",742413,Studio,9/26/2022,,Central,,44 m²,Fully furnished,6,Prefab concrete,,,91.34,289.99,135.8,261.29,109.15,224.49,370.49,555.32,136.36,268.8,Prague - Žižkov,50.08845,14.45856,G,New-build,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 3,000","CZK 14,000",748292,Small studio,1/1/2023,,Central,,19 m²,Fully furnished,4,Brick,,1.0,194.84,757.54,505.26,498.82,119.17,256.92,301.56,581.69,667.68,293.94,"Počátecká, Prague - Michle",50.04368,14.45552,G,Good,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,490","CZK 1,824","CZK 35,314",749087,3+kk,11/20/2022,Personal,,,94 m²,Fully furnished,6,Brick,,,394.33,361.75,215.68,402.37,67.16,345.74,309.2,377.15,680.57,288.65,"Fibichova, Prague - Žižkov",50.08022527777,14.45017888888,F,Very good,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 35,314",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,990","CZK 5,306","CZK 19,296",749078,3+1,11/21/2022,Personal,,,71 m²,,1,Prefab concrete,,,147.68,1130.21,207.48,950.91,592.24,852.41,487.07,64.17,842.73,74.21,"Štěchovická, Prague - Strašnice",50.07235,14.50259916666,G,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,"CZK 19,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,990","CZK 5,306","CZK 19,296",749077,3+1,11/20/2022,Personal,,,71 m²,,1,Prefab concrete,,,147.68,1130.21,207.48,950.91,592.24,852.41,487.07,64.17,842.73,74.21,"Štěchovická, Prague - Strašnice",50.07235,14.50259916666,G,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,"CZK 19,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,000","CZK 40,000",749065,3+kk,11/4/2022,,,,75 m²,Partly,1,Brick,,,299.19,774.29,483.7,1105.99,345.34,698.87,469.04,315.17,273.55,389.99,"U Klavírky, Prague - Smíchov",50.0645,14.39448,A,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 6,500",CZK 0,CZK 0,749057,3+kk,11/4/2022,,,,14 m²,Fully furnished,4,Brick,,1.0,249.62,502.25,349.03,270.05,310.96,142.67,775.05,861.03,259.43,337.75,"Podnádražní, Prague - Vysočany",50.11154,14.49657,B,Good,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 1,000","CZK 38,000",744094,3+kk,10/5/2022,,,,76 m²,Partly,4,Brick,,,78.43,192.12,24.37,509.03,158.11,260.35,168.67,365.14,523.49,129.82,"U Nikolajky, Prague - Smíchov",50.06728,14.3997,G,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,900","CZK 1,775","CZK 30,000",696831,Studio,1/1/2023,Personal,,,29 m²,Partly,5,Prefab concrete,,,285.13,1096.94,225.95,1000.26,227.52,852.82,526.81,567.49,820.99,147.92,"Nekvasilova, Prague - Karlín",50.09654,14.46733,C,Very good,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 2,500","CZK 16,500",451453,4+kk,11/30/2022,Personal,,,35 m²,Fully furnished,1,Brick,,,162.87,669.15,307.6,738.52,0.72,352.26,230.38,221.64,673.67,213.34,"Pernerova, Prague - Karlín",50.0893256,14.4450233,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,500","CZK 15,500",748894,1 bedroom,11/8/2022,,,,55 m²,Partly,3,Brick,,,195.34,697.27,310.43,623.36,214.29,631.68,386.38,275.87,612.36,85.14,"Konopišťská, Prague - Vršovice",50.07284,14.46798,G,Good,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 4,300","CZK 25,000",668653,2 bedroom,11/7/2022,Cooperative,Central,,68 m²,Partly,4,Brick,,,126.89,1091.55,424.14,763.89,312.87,489.58,387.43,410.93,544.23,507.1,"Jevanská, Prague - Strašnice",50.06487,14.5066,E,Very good,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,800","CZK 3,500","CZK 20,000",748494,2 bedroom,10/31/2022,,,,54 m²,Partly,3,Prefab concrete,,,109.99,581.18,241.34,309.89,123.23,327.66,190.27,217.06,711.35,168.46,"Fajmanové, Prague - Břevnov",50.08648,14.3442,G,Good,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 5,250","CZK 20,000",667992,1 bedroom,12/1/2022,Cooperative,Electric boiler,Standard,40 m²,Partly,1,Brick,Complete,,214.35,1116.5,130.22,157.07,143.67,173.68,237.67,456.5,423.17,238.58,"Neklanova, Prague - Vyšehrad",50.06662,14.42083,D,Very good,,,,,Up to 10 years,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 45,000","CZK 5,000","CZK 50,000",749031,3+kk,11/4/2022,,,,120 m²,Partly,2,Other,,1.0,64.45,541.35,120.34,386.58,181.4,454.53,411.15,252.51,657.82,401.25,"Korunní, Prague - Vinohrady",50.07509,14.45867,B,New-build,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
"CZK 19,990","CZK 5,028","CZK 25,018",749032,2+kk,11/20/2022,Personal,,,58 m²,Fully furnished,4,Prefab concrete,,1.0,221.32,1182.99,346.06,507.78,524.79,647.62,363.92,177.83,344.86,324.3,"Tupolevova, Prague - Letňany",50.13255694444,14.50701166666,G,New-build,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 25,018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,490","CZK 1,769","CZK 16,259",749011,Studio,11/20/2022,Personal,,,33 m²,Fully furnished,1,Brick,,,368.93,1697.19,1016.71,1919.99,791.13,1627.75,1385.31,1779.49,1256.22,803.4,"Sicherova, Prague - Kyje",50.11543333333,14.56577694444,C,Very good,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 16,259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,999","CZK 4,700","CZK 40,000",746408,2+kk,11/7/2022,,,,63 m²,Partly,1,Brick,,1.0,197.53,1144.58,322.58,1136.91,147.58,1161.58,816.65,713.35,423.69,462.85,"Hostivařská, Prague - Hostivař",50.05378,14.53216,G,Very good,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 2,500","CZK 20,000",554832,Studio,11/1/2022,Personal,,,29 m²,Fully furnished,5,Brick,Complete,,157.95,777.65,138.46,287.91,31.69,103.45,411.13,887.42,499.67,819.73,"Šimáčkova, Prague - Holešovice",50.102940901306,14.433730814141,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,000","CZK 30,000",629291,Studio,9/1/2022,Cooperative,Distance,Standard,47 m²,Fully furnished,5,Brick,Interior,,276.61,560.88,139.9,347.82,51.54,374.24,316.63,357.41,694.61,113.09,"Baranova, Prague - Žižkov",50.079706,14.45761,G,Very good,,,,1.0,Over 50 years,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 45,000","CZK 5,300","CZK 45,000",748941,3+1,11/3/2022,Personal,,Luxurious,113 m²,Fully furnished,1,Brick,Complete,,290.52,684.81,54.16,461.47,0.56,459.81,249.26,231.23,502.72,200.36,"Ruská, Prague - Vršovice",50.07213,14.45511,G,Very good,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,000","CZK 8,100","CZK 56,000",748974,3+kk,11/4/2022,,,,86 m²,Unfurnished,3,Brick,,,170.13,420.03,128.27,410.38,113.29,224.67,322.36,334.74,680.51,437.45,"Salmovská, Prague - Nové Město",50.07468,14.42227,G,Very good,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 5,000","CZK 20,000",646460,2+kk,1/1/2023,Personal,Central,,53 m²,,1,Brick,,1.0,228.28,1027.74,512.67,681.37,498.45,618.93,1053.4,320.71,583.08,843.23,"Prvomájová, Prague - Radotín",49.9894644,14.3678527,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 3,200","CZK 44,000",743114,2+kk,10/10/2022,,,,50 m²,Partly,4,Low-energy,,1.0,117.51,380.97,302.58,383.76,82.81,369.64,488.73,242.1,360.59,250.71,Prague - Libeň,50.10517,14.4779,B,New-build,,,,1.0,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,000","CZK 3,500","CZK 28,000",748208,2 bedroom,12/1/2022,,,,65 m²,Fully furnished,1,Brick,,,175.3,602.07,258.44,326.13,199.64,343.9,184.98,237.94,787.76,161.23,"Ulrychova, Prague - Břevnov",50.08647,14.34315,G,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 6,500","CZK 17,000",250560,2 bedroom,11/6/2022,Personal,Central,Standard,56 m²,Partly,2,Brick,,1.0,185.07,1685.04,598.46,1570.11,352.09,909.84,657.29,1528.39,1112.93,933.98,"Višňová, Prague - Krč",50.0334617,14.4501805,A,Very good,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 7,000","CZK 24,000",508752,2+kk,12/1/2022,Personal,Gas boiler,,75 m²,Fully furnished,4,Brick,Interior,,107.75,1183.11,66.79,568.51,125.4,275.23,406.0,320.44,435.65,298.42,"Terronská, Prague - Bubeneč",50.1099791,14.3947544,,Very good,,,,1.0,Up to 10 years,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 39,000","CZK 4,000","CZK 39,000",748184,4+1,1/1/2023,,,,87 m²,Partly,4,Brick,,,98.52,118.98,83.17,168.8,54.35,157.63,235.82,265.62,338.15,366.22,"Benediktská, Prague - Staré Město",50.0898,14.42686,G,Good,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000","CZK 20,000",748921,Studio,11/7/2022,,,,25 m²,Fully furnished,3,Brick,,1.0,243.29,1900.75,1890.25,2350.13,1905.48,1949.11,2429.14,2444.47,1609.73,1212.88,"Strakošová, Prague - Pitkovice",50.01531,14.5856,B,New-build,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
"CZK 21,490","CZK 1,777","CZK 23,267",748917,2 bedroom,11/21/2022,Personal,,,70 m²,Partly,4,Brick,,,318.26,328.07,224.68,487.61,56.2,529.22,229.29,140.28,167.8,251.05,"Písecká, Prague - Vinohrady",50.07618805555,14.46517972222,G,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 23,267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 49,000","CZK 12,000","CZK 55,000",570801,5+kk,11/1/2022,Personal,Gas boiler,Standard,300 m²,Fully furnished,,Brick,,1.0,108.78,387.51,245.81,282.69,315.34,335.28,595.93,318.94,1800.61,442.08,"U Waltrovky, Prague - Jinonice",50.0562229,14.3687818,C,Very good,,,,,Up to 10 years,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 3,000","CZK 26,000",745172,4+kk,10/14/2022,,,,100 m²,Partly,4,Brick,,1.0,41.14,225.84,61.56,214.97,51.82,406.76,157.65,238.7,534.55,761.94,Prague - Vinohrady,50.07813,14.43571,E,Very good,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,500","CZK 45,000",612642,2 bedroom,1/1/2023,Personal,Distance,,56 m²,Partly,3,Brick,,,237.36,1110.63,155.7,1248.46,259.1,342.61,159.41,583.65,268.8,74.08,"Na Korábě, Prague - Libeň",50.11433,14.467836,C,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000",CZK 0,CZK 0,723978,Studio,11/7/2022,,,,25 m²,Fully furnished,1,Brick,,1.0,201.33,360.24,395.68,459.97,371.82,343.98,468.56,216.38,574.45,255.18,Prague - Petrovice,50.03894,14.55581,G,New-build,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,000","CZK 20,000",692960,3+1,12/1/2022,Personal,,,70 m²,Partly,1,Prefab concrete,,,214.9,2261.96,506.15,1882.36,459.2,496.27,656.75,1602.03,814.26,94.06,"Brdlíkova, Prague - Motol",50.0718949,14.3523601,G,Very good,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 5,000","CZK 25,000",188477,Studio,11/3/2022,Personal,Central,,41 m²,Fully furnished,4,Prefab concrete,,,61.26,666.54,228.24,506.23,193.15,123.2,211.7,623.96,266.89,141.84,"Bohumínská, Prague - Letňany",50.1356723,14.5098273,,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 169,000","CZK 16,000","CZK 185,000",748875,4+kk,11/3/2022,,,,250 m²,Unfurnished,6,Brick,,,211.28,292.73,61.31,278.7,118.85,293.16,119.95,258.76,590.35,174.11,"Laubova, Prague - Vinohrady",50.07906,14.44976,G,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 4,000","CZK 32,500",650333,2+kk,7/1/2021,Personal,Central,Luxurious,57 m²,Fully furnished,2,Brick,Interior,,58.07,769.47,56.05,25.72,36.16,16.83,227.97,425.27,134.88,432.73,Prague - Nové Město,50.081847,14.419109,G,Very good,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
"CZK 19,000",CZK 700,"CZK 45,000",557562,2 bedroom,10/11/2022,Personal,Central,,76 m²,Unfurnished,1,Brick,Complete,,122.75,163.26,17.85,210.79,102.73,278.98,227.46,577.15,255.59,298.79,"Za Poštou, Prague - Strašnice",50.0759295,14.4910605,C,Very good,,,,,Over 50 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500","CZK 3,300","CZK 33,000",670026,2+kk,11/1/2022,Personal,,,44 m²,Partly,2,Brick,,1.0,242.0,1405.77,434.48,1311.82,233.48,695.96,611.05,544.66,531.26,281.92,"Františka Kadlece, Prague - Libeň",50.11547,14.47512,B,New-build,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,000","CZK 14,000",472014,1 bedroom,,Personal,Central,,35 m²,Unfurnished,4,Prefab concrete,,,195.62,994.27,38.44,1213.76,334.91,313.68,465.33,577.57,746.52,421.28,"Olbramovická, Prague - Kamýk",50.0160639,14.4388525,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 6,000","CZK 30,000",748589,2 bedroom,12/15/2022,,,,86 m²,Partly,2,Brick,,,16.43,606.69,71.58,524.48,44.69,199.51,428.7,265.75,484.29,352.0,"Slavíkova, Prague - Žižkov",50.08107,14.44597,G,Very good,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
